Comunidades autónomas;Tipología penal;Sexo;Nacionalidad;periodo;Total
ASTURIAS (PRINCIPADO DE);3.5.-Otros contra la libertad sexual;Ambos sexos;Extranjera;2020;0
ASTURIAS (PRINCIPADO DE);3.5.-Otros contra la libertad sexual;Ambos sexos;Extranjera;2019;0
ASTURIAS (PRINCIPADO DE);3.5.-Otros contra la libertad sexual;Ambos sexos;Extranjera;2018;0
ASTURIAS (PRINCIPADO DE);3.5.-Otros contra la libertad sexual;Ambos sexos;Total;2024;0
ASTURIAS (PRINCIPADO DE);3.5.-Otros contra la libertad sexual;Ambos sexos;Total;2023;0
ASTURIAS (PRINCIPADO DE);3.5.-Otros contra la libertad sexual;Ambos sexos;Total;2022;1
ASTURIAS (PRINCIPADO DE);3.5.-Otros contra la libertad sexual;Ambos sexos;Total;2021;1
ASTURIAS (PRINCIPADO DE);3.5.-Otros contra la libertad sexual;Ambos sexos;Total;2020;0
ASTURIAS (PRINCIPADO DE);3.5.-Otros contra la libertad sexual;Ambos sexos;Total;2019;1
ASTURIAS (PRINCIPADO DE);3.5.-Otros contra la libertad sexual;Ambos sexos;Total;2018;1
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Masculino;Española;2024;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Masculino;Española;2023;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Masculino;Española;2022;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Masculino;Española;2021;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Masculino;Española;2020;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Masculino;Española;2019;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Masculino;Española;2018;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Masculino;Extranjera;2024;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Masculino;Extranjera;2023;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Masculino;Extranjera;2022;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Masculino;Extranjera;2021;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Masculino;Extranjera;2020;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Masculino;Extranjera;2019;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Masculino;Extranjera;2018;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Masculino;Total;2024;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Masculino;Total;2023;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Masculino;Total;2022;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Masculino;Total;2021;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Masculino;Total;2020;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Masculino;Total;2019;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Masculino;Total;2018;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Femenino;Española;2024;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Femenino;Española;2023;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Femenino;Española;2022;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Femenino;Española;2021;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Femenino;Española;2020;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Femenino;Española;2019;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Femenino;Española;2018;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Femenino;Extranjera;2024;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Femenino;Extranjera;2023;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Femenino;Extranjera;2022;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Femenino;Extranjera;2021;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Femenino;Extranjera;2020;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Femenino;Extranjera;2019;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Femenino;Extranjera;2018;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Femenino;Total;2024;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Femenino;Total;2023;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Femenino;Total;2022;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Femenino;Total;2021;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Femenino;Total;2020;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Femenino;Total;2019;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Femenino;Total;2018;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Ambos sexos;Española;2024;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Ambos sexos;Española;2023;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Ambos sexos;Española;2022;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Ambos sexos;Española;2021;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Ambos sexos;Española;2020;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Ambos sexos;Española;2019;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Ambos sexos;Española;2018;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Ambos sexos;Extranjera;2024;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Ambos sexos;Extranjera;2023;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Ambos sexos;Extranjera;2022;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Ambos sexos;Extranjera;2021;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Ambos sexos;Extranjera;2020;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Ambos sexos;Extranjera;2019;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Ambos sexos;Extranjera;2018;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Ambos sexos;Total;2024;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Ambos sexos;Total;2023;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Ambos sexos;Total;2022;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Ambos sexos;Total;2021;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Ambos sexos;Total;2020;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Ambos sexos;Total;2019;0
ASTURIAS (PRINCIPADO DE);4. RELACIONES FAMILIARES;Ambos sexos;Total;2018;0
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Masculino;Española;2024;112
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Masculino;Española;2023;126
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Masculino;Española;2022;84
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Masculino;Española;2021;120
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Masculino;Española;2020;145
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Masculino;Española;2019;141
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Masculino;Española;2018;109
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Masculino;Extranjera;2024;30
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Masculino;Extranjera;2023;21
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Masculino;Extranjera;2022;19
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Masculino;Extranjera;2021;12
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Masculino;Extranjera;2020;13
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Masculino;Extranjera;2019;19
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Masculino;Extranjera;2018;28
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Masculino;Total;2024;142
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Masculino;Total;2023;147
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Masculino;Total;2022;103
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Masculino;Total;2021;132
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Masculino;Total;2020;158
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Masculino;Total;2019;160
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Masculino;Total;2018;137
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Femenino;Española;2024;27
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Femenino;Española;2023;40
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Femenino;Española;2022;24
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Femenino;Española;2021;29
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Femenino;Española;2020;19
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Femenino;Española;2019;33
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Femenino;Española;2018;32
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Femenino;Extranjera;2024;2
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Femenino;Extranjera;2023;1
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Femenino;Extranjera;2022;1
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Femenino;Extranjera;2021;2
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Femenino;Extranjera;2020;6
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Femenino;Extranjera;2019;5
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Femenino;Extranjera;2018;3
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Femenino;Total;2024;29
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Femenino;Total;2023;41
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Femenino;Total;2022;25
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Femenino;Total;2021;31
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Femenino;Total;2020;25
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Femenino;Total;2019;38
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Femenino;Total;2018;35
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Ambos sexos;Española;2024;139
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Ambos sexos;Española;2023;166
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Ambos sexos;Española;2022;108
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Ambos sexos;Española;2021;149
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Ambos sexos;Española;2020;164
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Ambos sexos;Española;2019;174
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Ambos sexos;Española;2018;141
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Ambos sexos;Extranjera;2024;32
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Ambos sexos;Extranjera;2023;22
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Ambos sexos;Extranjera;2022;20
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Ambos sexos;Extranjera;2021;14
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Ambos sexos;Extranjera;2020;19
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Ambos sexos;Extranjera;2019;24
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Ambos sexos;Extranjera;2018;31
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Ambos sexos;Total;2024;171
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Ambos sexos;Total;2023;188
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Ambos sexos;Total;2022;128
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Ambos sexos;Total;2021;163
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Ambos sexos;Total;2020;183
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Ambos sexos;Total;2019;198
ASTURIAS (PRINCIPADO DE);5. PATRIMONIO;Ambos sexos;Total;2018;172
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Masculino;Española;2024;29
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Masculino;Española;2023;35
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Masculino;Española;2022;29
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Masculino;Española;2021;32
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Masculino;Española;2020;22
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Masculino;Española;2019;45
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Masculino;Española;2018;42
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Masculino;Extranjera;2024;6
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Masculino;Extranjera;2023;6
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Masculino;Extranjera;2022;2
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Masculino;Extranjera;2021;2
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Masculino;Extranjera;2020;2
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Masculino;Extranjera;2019;2
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Masculino;Extranjera;2018;10
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Masculino;Total;2024;35
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Masculino;Total;2023;41
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Masculino;Total;2022;31
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Masculino;Total;2021;34
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Masculino;Total;2020;24
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Masculino;Total;2019;47
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Masculino;Total;2018;52
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Femenino;Española;2024;17
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Femenino;Española;2023;25
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Femenino;Española;2022;12
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Femenino;Española;2021;10
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Femenino;Española;2020;8
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Femenino;Española;2019;22
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Femenino;Española;2018;13
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Femenino;Extranjera;2024;1
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Femenino;Extranjera;2023;1
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Femenino;Extranjera;2022;0
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Femenino;Extranjera;2021;2
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Femenino;Extranjera;2020;3
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Femenino;Extranjera;2019;3
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Femenino;Extranjera;2018;3
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Femenino;Total;2024;18
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Femenino;Total;2023;26
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Femenino;Total;2022;12
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Femenino;Total;2021;12
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Femenino;Total;2020;11
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Femenino;Total;2019;25
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Femenino;Total;2018;16
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Ambos sexos;Española;2024;46
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Ambos sexos;Española;2023;60
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Ambos sexos;Española;2022;41
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Ambos sexos;Española;2021;42
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Ambos sexos;Española;2020;30
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Ambos sexos;Española;2019;67
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Ambos sexos;Española;2018;55
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Ambos sexos;Extranjera;2024;7
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Ambos sexos;Extranjera;2023;7
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Ambos sexos;Extranjera;2022;2
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Ambos sexos;Extranjera;2021;4
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Ambos sexos;Extranjera;2020;5
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Ambos sexos;Extranjera;2019;5
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Ambos sexos;Extranjera;2018;13
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Ambos sexos;Total;2024;53
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Ambos sexos;Total;2023;67
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Ambos sexos;Total;2022;43
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Ambos sexos;Total;2021;46
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Ambos sexos;Total;2020;35
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Ambos sexos;Total;2019;72
ASTURIAS (PRINCIPADO DE);5.1.-Hurtos;Ambos sexos;Total;2018;68
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Masculino;Española;2024;21
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Masculino;Española;2023;21
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Masculino;Española;2022;20
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Masculino;Española;2021;16
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Masculino;Española;2020;40
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Masculino;Española;2019;40
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Masculino;Española;2018;27
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Masculino;Extranjera;2024;5
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Masculino;Extranjera;2023;5
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Masculino;Extranjera;2022;5
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Masculino;Extranjera;2021;4
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Masculino;Extranjera;2020;3
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Masculino;Extranjera;2019;3
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Masculino;Extranjera;2018;8
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Masculino;Total;2024;26
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Masculino;Total;2023;26
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Masculino;Total;2022;25
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Masculino;Total;2021;20
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Masculino;Total;2020;43
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Masculino;Total;2019;43
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Masculino;Total;2018;35
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Femenino;Española;2024;2
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Femenino;Española;2023;6
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Femenino;Española;2022;1
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Femenino;Española;2021;3
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Femenino;Española;2020;2
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Femenino;Española;2019;1
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Femenino;Española;2018;3
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Femenino;Extranjera;2024;0
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Femenino;Extranjera;2023;0
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Femenino;Extranjera;2022;0
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Femenino;Extranjera;2021;0
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Femenino;Extranjera;2020;0
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Femenino;Extranjera;2019;1
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Femenino;Extranjera;2018;0
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Femenino;Total;2024;2
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Femenino;Total;2023;6
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Femenino;Total;2022;1
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Femenino;Total;2021;3
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Femenino;Total;2020;2
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Femenino;Total;2019;2
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Femenino;Total;2018;3
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Ambos sexos;Española;2024;23
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Ambos sexos;Española;2023;27
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Ambos sexos;Española;2022;21
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Ambos sexos;Española;2021;19
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Ambos sexos;Española;2020;42
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Ambos sexos;Española;2019;41
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Ambos sexos;Española;2018;30
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Ambos sexos;Extranjera;2024;5
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Ambos sexos;Extranjera;2023;5
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Ambos sexos;Extranjera;2022;5
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Ambos sexos;Extranjera;2021;4
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Ambos sexos;Extranjera;2020;3
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Ambos sexos;Extranjera;2019;4
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Ambos sexos;Extranjera;2018;8
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Ambos sexos;Total;2024;28
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Ambos sexos;Total;2023;32
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Ambos sexos;Total;2022;26
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Ambos sexos;Total;2021;23
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Ambos sexos;Total;2020;45
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Ambos sexos;Total;2019;45
ASTURIAS (PRINCIPADO DE);5.2.-Robos con fuerza en las cosas;Ambos sexos;Total;2018;38
ASTURIAS (PRINCIPADO DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Masculino;Española;2024;3
ASTURIAS (PRINCIPADO DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Masculino;Española;2023;2
ASTURIAS (PRINCIPADO DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Masculino;Española;2022;2
ASTURIAS (PRINCIPADO DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Masculino;Española;2021;0
ASTURIAS (PRINCIPADO DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Masculino;Española;2020;7
ASTURIAS (PRINCIPADO DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Masculino;Española;2019;3
ASTURIAS (PRINCIPADO DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Masculino;Española;2018;2
ASTURIAS (PRINCIPADO DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Masculino;Extranjera;2024;0
ASTURIAS (PRINCIPADO DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Masculino;Extranjera;2023;0
ASTURIAS (PRINCIPADO DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Masculino;Extranjera;2022;0
ASTURIAS (PRINCIPADO DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Masculino;Extranjera;2021;1
