Comunidades autónomas;Tipología penal;Sexo;periodo;Total
ANDALUCÍA;5.2.-Robos con fuerza en las cosas;Femenino;2020;65
ANDALUCÍA;5.2.-Robos con fuerza en las cosas;Femenino;2019;91
ANDALUCÍA;5.2.-Robos con fuerza en las cosas;Femenino;2018;78
ANDALUCÍA;5.2.-Robos con fuerza en las cosas;Ambos sexos;2024;1.206
ANDALUCÍA;5.2.-Robos con fuerza en las cosas;Ambos sexos;2023;1.399
ANDALUCÍA;5.2.-Robos con fuerza en las cosas;Ambos sexos;2022;1.252
ANDALUCÍA;5.2.-Robos con fuerza en las cosas;Ambos sexos;2021;1.126
ANDALUCÍA;5.2.-Robos con fuerza en las cosas;Ambos sexos;2020;1.157
ANDALUCÍA;5.2.-Robos con fuerza en las cosas;Ambos sexos;2019;1.029
ANDALUCÍA;5.2.-Robos con fuerza en las cosas;Ambos sexos;2018;945
ANDALUCÍA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Masculino;2024;331
ANDALUCÍA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Masculino;2023;353
ANDALUCÍA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Masculino;2022;333
ANDALUCÍA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Masculino;2021;272
ANDALUCÍA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Masculino;2020;217
ANDALUCÍA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Masculino;2019;150
ANDALUCÍA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Masculino;2018;148
ANDALUCÍA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Femenino;2024;10
ANDALUCÍA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Femenino;2023;8
ANDALUCÍA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Femenino;2022;12
ANDALUCÍA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Femenino;2021;8
ANDALUCÍA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Femenino;2020;6
ANDALUCÍA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Femenino;2019;16
ANDALUCÍA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Femenino;2018;9
ANDALUCÍA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Ambos sexos;2024;341
ANDALUCÍA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Ambos sexos;2023;361
ANDALUCÍA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Ambos sexos;2022;345
ANDALUCÍA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Ambos sexos;2021;280
ANDALUCÍA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Ambos sexos;2020;223
ANDALUCÍA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Ambos sexos;2019;166
ANDALUCÍA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Ambos sexos;2018;157
ANDALUCÍA;5.2.2.-Robos con fuerza en viviendas;Masculino;2024;383
ANDALUCÍA;5.2.2.-Robos con fuerza en viviendas;Masculino;2023;487
ANDALUCÍA;5.2.2.-Robos con fuerza en viviendas;Masculino;2022;428
ANDALUCÍA;5.2.2.-Robos con fuerza en viviendas;Masculino;2021;385
ANDALUCÍA;5.2.2.-Robos con fuerza en viviendas;Masculino;2020;365
ANDALUCÍA;5.2.2.-Robos con fuerza en viviendas;Masculino;2019;423
ANDALUCÍA;5.2.2.-Robos con fuerza en viviendas;Masculino;2018;398
ANDALUCÍA;5.2.2.-Robos con fuerza en viviendas;Femenino;2024;25
ANDALUCÍA;5.2.2.-Robos con fuerza en viviendas;Femenino;2023;47
ANDALUCÍA;5.2.2.-Robos con fuerza en viviendas;Femenino;2022;63
ANDALUCÍA;5.2.2.-Robos con fuerza en viviendas;Femenino;2021;56
ANDALUCÍA;5.2.2.-Robos con fuerza en viviendas;Femenino;2020;37
ANDALUCÍA;5.2.2.-Robos con fuerza en viviendas;Femenino;2019;49
ANDALUCÍA;5.2.2.-Robos con fuerza en viviendas;Femenino;2018;46
ANDALUCÍA;5.2.2.-Robos con fuerza en viviendas;Ambos sexos;2024;408
ANDALUCÍA;5.2.2.-Robos con fuerza en viviendas;Ambos sexos;2023;534
ANDALUCÍA;5.2.2.-Robos con fuerza en viviendas;Ambos sexos;2022;491
ANDALUCÍA;5.2.2.-Robos con fuerza en viviendas;Ambos sexos;2021;441
ANDALUCÍA;5.2.2.-Robos con fuerza en viviendas;Ambos sexos;2020;402
ANDALUCÍA;5.2.2.-Robos con fuerza en viviendas;Ambos sexos;2019;472
ANDALUCÍA;5.2.2.-Robos con fuerza en viviendas;Ambos sexos;2018;444
ANDALUCÍA;5.2.3.-Robos con fuerza en establecimientos;Masculino;2024;198
ANDALUCÍA;5.2.3.-Robos con fuerza en establecimientos;Masculino;2023;258
ANDALUCÍA;5.2.3.-Robos con fuerza en establecimientos;Masculino;2022;231
ANDALUCÍA;5.2.3.-Robos con fuerza en establecimientos;Masculino;2021;215
ANDALUCÍA;5.2.3.-Robos con fuerza en establecimientos;Masculino;2020;261
ANDALUCÍA;5.2.3.-Robos con fuerza en establecimientos;Masculino;2019;197
ANDALUCÍA;5.2.3.-Robos con fuerza en establecimientos;Masculino;2018;175
ANDALUCÍA;5.2.3.-Robos con fuerza en establecimientos;Femenino;2024;9
ANDALUCÍA;5.2.3.-Robos con fuerza en establecimientos;Femenino;2023;7
ANDALUCÍA;5.2.3.-Robos con fuerza en establecimientos;Femenino;2022;7
ANDALUCÍA;5.2.3.-Robos con fuerza en establecimientos;Femenino;2021;5
ANDALUCÍA;5.2.3.-Robos con fuerza en establecimientos;Femenino;2020;6
ANDALUCÍA;5.2.3.-Robos con fuerza en establecimientos;Femenino;2019;15
ANDALUCÍA;5.2.3.-Robos con fuerza en establecimientos;Femenino;2018;9
ANDALUCÍA;5.2.3.-Robos con fuerza en establecimientos;Ambos sexos;2024;207
ANDALUCÍA;5.2.3.-Robos con fuerza en establecimientos;Ambos sexos;2023;265
ANDALUCÍA;5.2.3.-Robos con fuerza en establecimientos;Ambos sexos;2022;238
ANDALUCÍA;5.2.3.-Robos con fuerza en establecimientos;Ambos sexos;2021;220
ANDALUCÍA;5.2.3.-Robos con fuerza en establecimientos;Ambos sexos;2020;267
ANDALUCÍA;5.2.3.-Robos con fuerza en establecimientos;Ambos sexos;2019;212
ANDALUCÍA;5.2.3.-Robos con fuerza en establecimientos;Ambos sexos;2018;184
ANDALUCÍA;5.3.-Robos con violencia o intimidación;Masculino;2024;1.050
ANDALUCÍA;5.3.-Robos con violencia o intimidación;Masculino;2023;934
ANDALUCÍA;5.3.-Robos con violencia o intimidación;Masculino;2022;857
ANDALUCÍA;5.3.-Robos con violencia o intimidación;Masculino;2021;682
ANDALUCÍA;5.3.-Robos con violencia o intimidación;Masculino;2020;547
ANDALUCÍA;5.3.-Robos con violencia o intimidación;Masculino;2019;640
ANDALUCÍA;5.3.-Robos con violencia o intimidación;Masculino;2018;536
ANDALUCÍA;5.3.-Robos con violencia o intimidación;Femenino;2024;69
ANDALUCÍA;5.3.-Robos con violencia o intimidación;Femenino;2023;69
ANDALUCÍA;5.3.-Robos con violencia o intimidación;Femenino;2022;48
ANDALUCÍA;5.3.-Robos con violencia o intimidación;Femenino;2021;63
ANDALUCÍA;5.3.-Robos con violencia o intimidación;Femenino;2020;40
ANDALUCÍA;5.3.-Robos con violencia o intimidación;Femenino;2019;50
ANDALUCÍA;5.3.-Robos con violencia o intimidación;Femenino;2018;59
ANDALUCÍA;5.3.-Robos con violencia o intimidación;Ambos sexos;2024;1.119
ANDALUCÍA;5.3.-Robos con violencia o intimidación;Ambos sexos;2023;1.003
ANDALUCÍA;5.3.-Robos con violencia o intimidación;Ambos sexos;2022;905
ANDALUCÍA;5.3.-Robos con violencia o intimidación;Ambos sexos;2021;745
ANDALUCÍA;5.3.-Robos con violencia o intimidación;Ambos sexos;2020;587
ANDALUCÍA;5.3.-Robos con violencia o intimidación;Ambos sexos;2019;690
ANDALUCÍA;5.3.-Robos con violencia o intimidación;Ambos sexos;2018;595
ANDALUCÍA;5.3.1.-Robos con violencia en vía pública;Masculino;2024;695
ANDALUCÍA;5.3.1.-Robos con violencia en vía pública;Masculino;2023;606
ANDALUCÍA;5.3.1.-Robos con violencia en vía pública;Masculino;2022;609
ANDALUCÍA;5.3.1.-Robos con violencia en vía pública;Masculino;2021;472
ANDALUCÍA;5.3.1.-Robos con violencia en vía pública;Masculino;2020;326
ANDALUCÍA;5.3.1.-Robos con violencia en vía pública;Masculino;2019;421
ANDALUCÍA;5.3.1.-Robos con violencia en vía pública;Masculino;2018;358
ANDALUCÍA;5.3.1.-Robos con violencia en vía pública;Femenino;2024;25
ANDALUCÍA;5.3.1.-Robos con violencia en vía pública;Femenino;2023;24
ANDALUCÍA;5.3.1.-Robos con violencia en vía pública;Femenino;2022;25
ANDALUCÍA;5.3.1.-Robos con violencia en vía pública;Femenino;2021;38
ANDALUCÍA;5.3.1.-Robos con violencia en vía pública;Femenino;2020;14
ANDALUCÍA;5.3.1.-Robos con violencia en vía pública;Femenino;2019;25
ANDALUCÍA;5.3.1.-Robos con violencia en vía pública;Femenino;2018;28
ANDALUCÍA;5.3.1.-Robos con violencia en vía pública;Ambos sexos;2024;720
ANDALUCÍA;5.3.1.-Robos con violencia en vía pública;Ambos sexos;2023;630
ANDALUCÍA;5.3.1.-Robos con violencia en vía pública;Ambos sexos;2022;634
ANDALUCÍA;5.3.1.-Robos con violencia en vía pública;Ambos sexos;2021;510
ANDALUCÍA;5.3.1.-Robos con violencia en vía pública;Ambos sexos;2020;340
ANDALUCÍA;5.3.1.-Robos con violencia en vía pública;Ambos sexos;2019;446
ANDALUCÍA;5.3.1.-Robos con violencia en vía pública;Ambos sexos;2018;386
ANDALUCÍA;5.3.2.-Robos con violencia en viviendas;Masculino;2024;85
ANDALUCÍA;5.3.2.-Robos con violencia en viviendas;Masculino;2023;66
ANDALUCÍA;5.3.2.-Robos con violencia en viviendas;Masculino;2022;55
ANDALUCÍA;5.3.2.-Robos con violencia en viviendas;Masculino;2021;49
ANDALUCÍA;5.3.2.-Robos con violencia en viviendas;Masculino;2020;57
ANDALUCÍA;5.3.2.-Robos con violencia en viviendas;Masculino;2019;50
ANDALUCÍA;5.3.2.-Robos con violencia en viviendas;Masculino;2018;36
ANDALUCÍA;5.3.2.-Robos con violencia en viviendas;Femenino;2024;19
ANDALUCÍA;5.3.2.-Robos con violencia en viviendas;Femenino;2023;13
ANDALUCÍA;5.3.2.-Robos con violencia en viviendas;Femenino;2022;9
ANDALUCÍA;5.3.2.-Robos con violencia en viviendas;Femenino;2021;14
ANDALUCÍA;5.3.2.-Robos con violencia en viviendas;Femenino;2020;12
ANDALUCÍA;5.3.2.-Robos con violencia en viviendas;Femenino;2019;9
ANDALUCÍA;5.3.2.-Robos con violencia en viviendas;Femenino;2018;8
ANDALUCÍA;5.3.2.-Robos con violencia en viviendas;Ambos sexos;2024;104
ANDALUCÍA;5.3.2.-Robos con violencia en viviendas;Ambos sexos;2023;79
ANDALUCÍA;5.3.2.-Robos con violencia en viviendas;Ambos sexos;2022;64
ANDALUCÍA;5.3.2.-Robos con violencia en viviendas;Ambos sexos;2021;63
ANDALUCÍA;5.3.2.-Robos con violencia en viviendas;Ambos sexos;2020;69
ANDALUCÍA;5.3.2.-Robos con violencia en viviendas;Ambos sexos;2019;59
ANDALUCÍA;5.3.2.-Robos con violencia en viviendas;Ambos sexos;2018;44
ANDALUCÍA;5.3.3.-Robos con violencia en establecimientos;Masculino;2024;168
ANDALUCÍA;5.3.3.-Robos con violencia en establecimientos;Masculino;2023;160
ANDALUCÍA;5.3.3.-Robos con violencia en establecimientos;Masculino;2022;99
ANDALUCÍA;5.3.3.-Robos con violencia en establecimientos;Masculino;2021;101
ANDALUCÍA;5.3.3.-Robos con violencia en establecimientos;Masculino;2020;105
ANDALUCÍA;5.3.3.-Robos con violencia en establecimientos;Masculino;2019;93
ANDALUCÍA;5.3.3.-Robos con violencia en establecimientos;Masculino;2018;64
ANDALUCÍA;5.3.3.-Robos con violencia en establecimientos;Femenino;2024;18
ANDALUCÍA;5.3.3.-Robos con violencia en establecimientos;Femenino;2023;28
ANDALUCÍA;5.3.3.-Robos con violencia en establecimientos;Femenino;2022;7
ANDALUCÍA;5.3.3.-Robos con violencia en establecimientos;Femenino;2021;9
ANDALUCÍA;5.3.3.-Robos con violencia en establecimientos;Femenino;2020;10
ANDALUCÍA;5.3.3.-Robos con violencia en establecimientos;Femenino;2019;12
ANDALUCÍA;5.3.3.-Robos con violencia en establecimientos;Femenino;2018;14
ANDALUCÍA;5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2024;186
ANDALUCÍA;5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2023;188
ANDALUCÍA;5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2022;106
ANDALUCÍA;5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2021;110
ANDALUCÍA;5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2020;115
ANDALUCÍA;5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2019;105
ANDALUCÍA;5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2018;78
ANDALUCÍA;5.4.-Sustracción de vehículos;Masculino;2024;284
ANDALUCÍA;5.4.-Sustracción de vehículos;Masculino;2023;192
ANDALUCÍA;5.4.-Sustracción de vehículos;Masculino;2022;186
ANDALUCÍA;5.4.-Sustracción de vehículos;Masculino;2021;147
ANDALUCÍA;5.4.-Sustracción de vehículos;Masculino;2020;152
ANDALUCÍA;5.4.-Sustracción de vehículos;Masculino;2019;200
ANDALUCÍA;5.4.-Sustracción de vehículos;Masculino;2018;183
ANDALUCÍA;5.4.-Sustracción de vehículos;Femenino;2024;26
ANDALUCÍA;5.4.-Sustracción de vehículos;Femenino;2023;12
ANDALUCÍA;5.4.-Sustracción de vehículos;Femenino;2022;15
ANDALUCÍA;5.4.-Sustracción de vehículos;Femenino;2021;11
ANDALUCÍA;5.4.-Sustracción de vehículos;Femenino;2020;15
ANDALUCÍA;5.4.-Sustracción de vehículos;Femenino;2019;24
ANDALUCÍA;5.4.-Sustracción de vehículos;Femenino;2018;8
ANDALUCÍA;5.4.-Sustracción de vehículos;Ambos sexos;2024;310
ANDALUCÍA;5.4.-Sustracción de vehículos;Ambos sexos;2023;204
ANDALUCÍA;5.4.-Sustracción de vehículos;Ambos sexos;2022;201
ANDALUCÍA;5.4.-Sustracción de vehículos;Ambos sexos;2021;158
ANDALUCÍA;5.4.-Sustracción de vehículos;Ambos sexos;2020;167
ANDALUCÍA;5.4.-Sustracción de vehículos;Ambos sexos;2019;224
ANDALUCÍA;5.4.-Sustracción de vehículos;Ambos sexos;2018;191
ANDALUCÍA;5.5.-Estafas;Masculino;2024;523
ANDALUCÍA;5.5.-Estafas;Masculino;2023;595
ANDALUCÍA;5.5.-Estafas;Masculino;2022;483
ANDALUCÍA;5.5.-Estafas;Masculino;2021;317
ANDALUCÍA;5.5.-Estafas;Masculino;2020;306
ANDALUCÍA;5.5.-Estafas;Masculino;2019;327
ANDALUCÍA;5.5.-Estafas;Masculino;2018;368
ANDALUCÍA;5.5.-Estafas;Femenino;2024;197
ANDALUCÍA;5.5.-Estafas;Femenino;2023;227
ANDALUCÍA;5.5.-Estafas;Femenino;2022;143
ANDALUCÍA;5.5.-Estafas;Femenino;2021;111
ANDALUCÍA;5.5.-Estafas;Femenino;2020;103
ANDALUCÍA;5.5.-Estafas;Femenino;2019;121
ANDALUCÍA;5.5.-Estafas;Femenino;2018;87
ANDALUCÍA;5.5.-Estafas;Ambos sexos;2024;720
ANDALUCÍA;5.5.-Estafas;Ambos sexos;2023;822
ANDALUCÍA;5.5.-Estafas;Ambos sexos;2022;626
ANDALUCÍA;5.5.-Estafas;Ambos sexos;2021;428
ANDALUCÍA;5.5.-Estafas;Ambos sexos;2020;409
ANDALUCÍA;5.5.-Estafas;Ambos sexos;2019;448
ANDALUCÍA;5.5.-Estafas;Ambos sexos;2018;455
ANDALUCÍA;5.5.1.-Estafas informáticas;Masculino;2024;348
ANDALUCÍA;5.5.1.-Estafas informáticas;Masculino;2023;406
ANDALUCÍA;5.5.1.-Estafas informáticas;Masculino;2022;276
ANDALUCÍA;5.5.1.-Estafas informáticas;Masculino;2021;125
ANDALUCÍA;5.5.1.-Estafas informáticas;Masculino;2020;133
ANDALUCÍA;5.5.1.-Estafas informáticas;Masculino;2019;105
ANDALUCÍA;5.5.1.-Estafas informáticas;Masculino;2018;128
ANDALUCÍA;5.5.1.-Estafas informáticas;Femenino;2024;129
ANDALUCÍA;5.5.1.-Estafas informáticas;Femenino;2023;162
ANDALUCÍA;5.5.1.-Estafas informáticas;Femenino;2022;80
ANDALUCÍA;5.5.1.-Estafas informáticas;Femenino;2021;58
ANDALUCÍA;5.5.1.-Estafas informáticas;Femenino;2020;50
ANDALUCÍA;5.5.1.-Estafas informáticas;Femenino;2019;34
ANDALUCÍA;5.5.1.-Estafas informáticas;Femenino;2018;21
ANDALUCÍA;5.5.1.-Estafas informáticas;Ambos sexos;2024;477
ANDALUCÍA;5.5.1.-Estafas informáticas;Ambos sexos;2023;568
ANDALUCÍA;5.5.1.-Estafas informáticas;Ambos sexos;2022;356
ANDALUCÍA;5.5.1.-Estafas informáticas;Ambos sexos;2021;183
ANDALUCÍA;5.5.1.-Estafas informáticas;Ambos sexos;2020;183
ANDALUCÍA;5.5.1.-Estafas informáticas;Ambos sexos;2019;139
ANDALUCÍA;5.5.1.-Estafas informáticas;Ambos sexos;2018;149
ANDALUCÍA;5.6.-Daños;Masculino;2024;346
ANDALUCÍA;5.6.-Daños;Masculino;2023;323
ANDALUCÍA;5.6.-Daños;Masculino;2022;335
ANDALUCÍA;5.6.-Daños;Masculino;2021;296
ANDALUCÍA;5.6.-Daños;Masculino;2020;270
ANDALUCÍA;5.6.-Daños;Masculino;2019;288
ANDALUCÍA;5.6.-Daños;Masculino;2018;245
ANDALUCÍA;5.6.-Daños;Femenino;2024;52
ANDALUCÍA;5.6.-Daños;Femenino;2023;51
ANDALUCÍA;5.6.-Daños;Femenino;2022;61
ANDALUCÍA;5.6.-Daños;Femenino;2021;61
ANDALUCÍA;5.6.-Daños;Femenino;2020;43
ANDALUCÍA;5.6.-Daños;Femenino;2019;51
ANDALUCÍA;5.6.-Daños;Femenino;2018;48
ANDALUCÍA;5.6.-Daños;Ambos sexos;2024;398
ANDALUCÍA;5.6.-Daños;Ambos sexos;2023;374
ANDALUCÍA;5.6.-Daños;Ambos sexos;2022;396
ANDALUCÍA;5.6.-Daños;Ambos sexos;2021;357
ANDALUCÍA;5.6.-Daños;Ambos sexos;2020;313
ANDALUCÍA;5.6.-Daños;Ambos sexos;2019;339
ANDALUCÍA;5.6.-Daños;Ambos sexos;2018;293
ANDALUCÍA;5.7.-Contra la propiedad intelectual/industrial;Masculino;2024;232
ANDALUCÍA;5.7.-Contra la propiedad intelectual/industrial;Masculino;2023;123
ANDALUCÍA;5.7.-Contra la propiedad intelectual/industrial;Masculino;2022;91
ANDALUCÍA;5.7.-Contra la propiedad intelectual/industrial;Masculino;2021;120
ANDALUCÍA;5.7.-Contra la propiedad intelectual/industrial;Masculino;2020;99
ANDALUCÍA;5.7.-Contra la propiedad intelectual/industrial;Masculino;2019;258
ANDALUCÍA;5.7.-Contra la propiedad intelectual/industrial;Masculino;2018;393
ANDALUCÍA;5.7.-Contra la propiedad intelectual/industrial;Femenino;2024;55
ANDALUCÍA;5.7.-Contra la propiedad intelectual/industrial;Femenino;2023;20
ANDALUCÍA;5.7.-Contra la propiedad intelectual/industrial;Femenino;2022;16
ANDALUCÍA;5.7.-Contra la propiedad intelectual/industrial;Femenino;2021;19
ANDALUCÍA;5.7.-Contra la propiedad intelectual/industrial;Femenino;2020;28
ANDALUCÍA;5.7.-Contra la propiedad intelectual/industrial;Femenino;2019;35
ANDALUCÍA;5.7.-Contra la propiedad intelectual/industrial;Femenino;2018;29
ANDALUCÍA;5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2024;287
ANDALUCÍA;5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2023;143
ANDALUCÍA;5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2022;107
ANDALUCÍA;5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2021;139
ANDALUCÍA;5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2020;127
ANDALUCÍA;5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2019;293
ANDALUCÍA;5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2018;422
ANDALUCÍA;5.8.-Blanqueo de capitales;Masculino;2024;36
ANDALUCÍA;5.8.-Blanqueo de capitales;Masculino;2023;17
ANDALUCÍA;5.8.-Blanqueo de capitales;Masculino;2022;18
ANDALUCÍA;5.8.-Blanqueo de capitales;Masculino;2021;18
ANDALUCÍA;5.8.-Blanqueo de capitales;Masculino;2020;24
ANDALUCÍA;5.8.-Blanqueo de capitales;Masculino;2019;32
ANDALUCÍA;5.8.-Blanqueo de capitales;Masculino;2018;22
ANDALUCÍA;5.8.-Blanqueo de capitales;Femenino;2024;14
ANDALUCÍA;5.8.-Blanqueo de capitales;Femenino;2023;16
ANDALUCÍA;5.8.-Blanqueo de capitales;Femenino;2022;10
ANDALUCÍA;5.8.-Blanqueo de capitales;Femenino;2021;5
ANDALUCÍA;5.8.-Blanqueo de capitales;Femenino;2020;5
ANDALUCÍA;5.8.-Blanqueo de capitales;Femenino;2019;8
ANDALUCÍA;5.8.-Blanqueo de capitales;Femenino;2018;3
ANDALUCÍA;5.8.-Blanqueo de capitales;Ambos sexos;2024;50
ANDALUCÍA;5.8.-Blanqueo de capitales;Ambos sexos;2023;33
ANDALUCÍA;5.8.-Blanqueo de capitales;Ambos sexos;2022;28
ANDALUCÍA;5.8.-Blanqueo de capitales;Ambos sexos;2021;23
ANDALUCÍA;5.8.-Blanqueo de capitales;Ambos sexos;2020;29
ANDALUCÍA;5.8.-Blanqueo de capitales;Ambos sexos;2019;40
ANDALUCÍA;5.8.-Blanqueo de capitales;Ambos sexos;2018;25
ANDALUCÍA;5.9.-Otros contra el patrimonio;Masculino;2024;480
ANDALUCÍA;5.9.-Otros contra el patrimonio;Masculino;2023;443
ANDALUCÍA;5.9.-Otros contra el patrimonio;Masculino;2022;460
ANDALUCÍA;5.9.-Otros contra el patrimonio;Masculino;2021;404
ANDALUCÍA;5.9.-Otros contra el patrimonio;Masculino;2020;392
ANDALUCÍA;5.9.-Otros contra el patrimonio;Masculino;2019;391
ANDALUCÍA;5.9.-Otros contra el patrimonio;Masculino;2018;496
ANDALUCÍA;5.9.-Otros contra el patrimonio;Femenino;2024;123
ANDALUCÍA;5.9.-Otros contra el patrimonio;Femenino;2023;134
ANDALUCÍA;5.9.-Otros contra el patrimonio;Femenino;2022;157
ANDALUCÍA;5.9.-Otros contra el patrimonio;Femenino;2021;137
ANDALUCÍA;5.9.-Otros contra el patrimonio;Femenino;2020;143
ANDALUCÍA;5.9.-Otros contra el patrimonio;Femenino;2019;118
ANDALUCÍA;5.9.-Otros contra el patrimonio;Femenino;2018;157
ANDALUCÍA;5.9.-Otros contra el patrimonio;Ambos sexos;2024;603
ANDALUCÍA;5.9.-Otros contra el patrimonio;Ambos sexos;2023;577
ANDALUCÍA;5.9.-Otros contra el patrimonio;Ambos sexos;2022;617
ANDALUCÍA;5.9.-Otros contra el patrimonio;Ambos sexos;2021;541
ANDALUCÍA;5.9.-Otros contra el patrimonio;Ambos sexos;2020;535
ANDALUCÍA;5.9.-Otros contra el patrimonio;Ambos sexos;2019;509
ANDALUCÍA;5.9.-Otros contra el patrimonio;Ambos sexos;2018;653
ANDALUCÍA;6. SEGURIDAD COLECTIVA;Masculino;2024;3.100
ANDALUCÍA;6. SEGURIDAD COLECTIVA;Masculino;2023;3.082
ANDALUCÍA;6. SEGURIDAD COLECTIVA;Masculino;2022;2.947
ANDALUCÍA;6. SEGURIDAD COLECTIVA;Masculino;2021;3.053
ANDALUCÍA;6. SEGURIDAD COLECTIVA;Masculino;2020;2.538
ANDALUCÍA;6. SEGURIDAD COLECTIVA;Masculino;2019;2.573
ANDALUCÍA;6. SEGURIDAD COLECTIVA;Masculino;2018;2.452
ANDALUCÍA;6. SEGURIDAD COLECTIVA;Femenino;2024;313
ANDALUCÍA;6. SEGURIDAD COLECTIVA;Femenino;2023;329
ANDALUCÍA;6. SEGURIDAD COLECTIVA;Femenino;2022;288
ANDALUCÍA;6. SEGURIDAD COLECTIVA;Femenino;2021;275
ANDALUCÍA;6. SEGURIDAD COLECTIVA;Femenino;2020;279
ANDALUCÍA;6. SEGURIDAD COLECTIVA;Femenino;2019;268
ANDALUCÍA;6. SEGURIDAD COLECTIVA;Femenino;2018;275
ANDALUCÍA;6. SEGURIDAD COLECTIVA;Ambos sexos;2024;3.413
ANDALUCÍA;6. SEGURIDAD COLECTIVA;Ambos sexos;2023;3.411
ANDALUCÍA;6. SEGURIDAD COLECTIVA;Ambos sexos;2022;3.235
ANDALUCÍA;6. SEGURIDAD COLECTIVA;Ambos sexos;2021;3.328
ANDALUCÍA;6. SEGURIDAD COLECTIVA;Ambos sexos;2020;2.817
ANDALUCÍA;6. SEGURIDAD COLECTIVA;Ambos sexos;2019;2.841
ANDALUCÍA;6. SEGURIDAD COLECTIVA;Ambos sexos;2018;2.727
ANDALUCÍA;6.1.-Tráfico de drogas;Masculino;2024;1.183
ANDALUCÍA;6.1.-Tráfico de drogas;Masculino;2023;1.290
ANDALUCÍA;6.1.-Tráfico de drogas;Masculino;2022;1.215
ANDALUCÍA;6.1.-Tráfico de drogas;Masculino;2021;1.431
ANDALUCÍA;6.1.-Tráfico de drogas;Masculino;2020;1.213
ANDALUCÍA;6.1.-Tráfico de drogas;Masculino;2019;1.059
ANDALUCÍA;6.1.-Tráfico de drogas;Masculino;2018;1.043
ANDALUCÍA;6.1.-Tráfico de drogas;Femenino;2024;145
ANDALUCÍA;6.1.-Tráfico de drogas;Femenino;2023;120
ANDALUCÍA;6.1.-Tráfico de drogas;Femenino;2022;132
ANDALUCÍA;6.1.-Tráfico de drogas;Femenino;2021;116
ANDALUCÍA;6.1.-Tráfico de drogas;Femenino;2020;144
ANDALUCÍA;6.1.-Tráfico de drogas;Femenino;2019;116
ANDALUCÍA;6.1.-Tráfico de drogas;Femenino;2018;140
ANDALUCÍA;6.1.-Tráfico de drogas;Ambos sexos;2024;1.328
ANDALUCÍA;6.1.-Tráfico de drogas;Ambos sexos;2023;1.410
ANDALUCÍA;6.1.-Tráfico de drogas;Ambos sexos;2022;1.347
