Comunidades autónomas;Nacionalidad;Sexo;periodo;Total
MURCIA (REGIÓN DE);5.-OCEANÍA;Ambos sexos;2024;0
MURCIA (REGIÓN DE);5.-OCEANÍA;Ambos sexos;2023;0
MURCIA (REGIÓN DE);5.-OCEANÍA;Ambos sexos;2022;1
MURCIA (REGIÓN DE);5.-OCEANÍA;Ambos sexos;2021;0
MURCIA (REGIÓN DE);5.-OCEANÍA;Ambos sexos;2020;0
MURCIA (REGIÓN DE);5.-OCEANÍA;Ambos sexos;2019;0
MURCIA (REGIÓN DE);5.-OCEANÍA;Ambos sexos;2018;0
MURCIA (REGIÓN DE);6.-OTROS;Masculino;2024;6
MURCIA (REGIÓN DE);6.-OTROS;Masculino;2023;1
MURCIA (REGIÓN DE);6.-OTROS;Masculino;2022;6
MURCIA (REGIÓN DE);6.-OTROS;Masculino;2021;0
MURCIA (REGIÓN DE);6.-OTROS;Masculino;2020;0
MURCIA (REGIÓN DE);6.-OTROS;Masculino;2019;1
MURCIA (REGIÓN DE);6.-OTROS;Masculino;2018;2
MURCIA (REGIÓN DE);6.-OTROS;Femenino;2024;1
MURCIA (REGIÓN DE);6.-OTROS;Femenino;2023;0
MURCIA (REGIÓN DE);6.-OTROS;Femenino;2022;0
MURCIA (REGIÓN DE);6.-OTROS;Femenino;2021;0
MURCIA (REGIÓN DE);6.-OTROS;Femenino;2020;0
MURCIA (REGIÓN DE);6.-OTROS;Femenino;2019;0
MURCIA (REGIÓN DE);6.-OTROS;Femenino;2018;0
MURCIA (REGIÓN DE);6.-OTROS;Ambos sexos;2024;7
MURCIA (REGIÓN DE);6.-OTROS;Ambos sexos;2023;1
MURCIA (REGIÓN DE);6.-OTROS;Ambos sexos;2022;6
MURCIA (REGIÓN DE);6.-OTROS;Ambos sexos;2021;0
MURCIA (REGIÓN DE);6.-OTROS;Ambos sexos;2020;0
MURCIA (REGIÓN DE);6.-OTROS;Ambos sexos;2019;1
MURCIA (REGIÓN DE);6.-OTROS;Ambos sexos;2018;2
MURCIA (REGIÓN DE);TOTAL;Masculino;2024;6.900
MURCIA (REGIÓN DE);TOTAL;Masculino;2023;6.192
MURCIA (REGIÓN DE);TOTAL;Masculino;2022;5.436
MURCIA (REGIÓN DE);TOTAL;Masculino;2021;4.685
MURCIA (REGIÓN DE);TOTAL;Masculino;2020;4.033
MURCIA (REGIÓN DE);TOTAL;Masculino;2019;3.839
MURCIA (REGIÓN DE);TOTAL;Masculino;2018;3.548
MURCIA (REGIÓN DE);TOTAL;Femenino;2024;865
MURCIA (REGIÓN DE);TOTAL;Femenino;2023;750
MURCIA (REGIÓN DE);TOTAL;Femenino;2022;659
MURCIA (REGIÓN DE);TOTAL;Femenino;2021;572
MURCIA (REGIÓN DE);TOTAL;Femenino;2020;507
MURCIA (REGIÓN DE);TOTAL;Femenino;2019;597
MURCIA (REGIÓN DE);TOTAL;Femenino;2018;597
MURCIA (REGIÓN DE);TOTAL;Ambos sexos;2024;7.765
MURCIA (REGIÓN DE);TOTAL;Ambos sexos;2023;6.942
MURCIA (REGIÓN DE);TOTAL;Ambos sexos;2022;6.095
MURCIA (REGIÓN DE);TOTAL;Ambos sexos;2021;5.257
MURCIA (REGIÓN DE);TOTAL;Ambos sexos;2020;4.540
MURCIA (REGIÓN DE);TOTAL;Ambos sexos;2019;4.436
MURCIA (REGIÓN DE);TOTAL;Ambos sexos;2018;4.145
NAVARRA (COMUNIDAD FORAL DE);1.-CONTINENTE AFRICANO;Masculino;2024;1.032
NAVARRA (COMUNIDAD FORAL DE);1.-CONTINENTE AFRICANO;Masculino;2023;784
NAVARRA (COMUNIDAD FORAL DE);1.-CONTINENTE AFRICANO;Masculino;2022;736
NAVARRA (COMUNIDAD FORAL DE);1.-CONTINENTE AFRICANO;Masculino;2021;545
NAVARRA (COMUNIDAD FORAL DE);1.-CONTINENTE AFRICANO;Masculino;2020;394
NAVARRA (COMUNIDAD FORAL DE);1.-CONTINENTE AFRICANO;Masculino;2019;410
NAVARRA (COMUNIDAD FORAL DE);1.-CONTINENTE AFRICANO;Masculino;2018;334
NAVARRA (COMUNIDAD FORAL DE);1.-CONTINENTE AFRICANO;Femenino;2024;42
NAVARRA (COMUNIDAD FORAL DE);1.-CONTINENTE AFRICANO;Femenino;2023;38
NAVARRA (COMUNIDAD FORAL DE);1.-CONTINENTE AFRICANO;Femenino;2022;32
NAVARRA (COMUNIDAD FORAL DE);1.-CONTINENTE AFRICANO;Femenino;2021;34
NAVARRA (COMUNIDAD FORAL DE);1.-CONTINENTE AFRICANO;Femenino;2020;20
NAVARRA (COMUNIDAD FORAL DE);1.-CONTINENTE AFRICANO;Femenino;2019;20
NAVARRA (COMUNIDAD FORAL DE);1.-CONTINENTE AFRICANO;Femenino;2018;22
NAVARRA (COMUNIDAD FORAL DE);1.-CONTINENTE AFRICANO;Ambos sexos;2024;1.074
NAVARRA (COMUNIDAD FORAL DE);1.-CONTINENTE AFRICANO;Ambos sexos;2023;822
NAVARRA (COMUNIDAD FORAL DE);1.-CONTINENTE AFRICANO;Ambos sexos;2022;768
NAVARRA (COMUNIDAD FORAL DE);1.-CONTINENTE AFRICANO;Ambos sexos;2021;579
NAVARRA (COMUNIDAD FORAL DE);1.-CONTINENTE AFRICANO;Ambos sexos;2020;414
NAVARRA (COMUNIDAD FORAL DE);1.-CONTINENTE AFRICANO;Ambos sexos;2019;430
NAVARRA (COMUNIDAD FORAL DE);1.-CONTINENTE AFRICANO;Ambos sexos;2018;356
NAVARRA (COMUNIDAD FORAL DE);1.01.-Marruecos;Masculino;2024;624
NAVARRA (COMUNIDAD FORAL DE);1.01.-Marruecos;Masculino;2023;582
NAVARRA (COMUNIDAD FORAL DE);1.01.-Marruecos;Masculino;2022;547
NAVARRA (COMUNIDAD FORAL DE);1.01.-Marruecos;Masculino;2021;356
NAVARRA (COMUNIDAD FORAL DE);1.01.-Marruecos;Masculino;2020;283
NAVARRA (COMUNIDAD FORAL DE);1.01.-Marruecos;Masculino;2019;285
NAVARRA (COMUNIDAD FORAL DE);1.01.-Marruecos;Masculino;2018;179
NAVARRA (COMUNIDAD FORAL DE);1.01.-Marruecos;Femenino;2024;28
NAVARRA (COMUNIDAD FORAL DE);1.01.-Marruecos;Femenino;2023;26
NAVARRA (COMUNIDAD FORAL DE);1.01.-Marruecos;Femenino;2022;24
NAVARRA (COMUNIDAD FORAL DE);1.01.-Marruecos;Femenino;2021;19
NAVARRA (COMUNIDAD FORAL DE);1.01.-Marruecos;Femenino;2020;12
NAVARRA (COMUNIDAD FORAL DE);1.01.-Marruecos;Femenino;2019;12
NAVARRA (COMUNIDAD FORAL DE);1.01.-Marruecos;Femenino;2018;15
NAVARRA (COMUNIDAD FORAL DE);1.01.-Marruecos;Ambos sexos;2024;652
NAVARRA (COMUNIDAD FORAL DE);1.01.-Marruecos;Ambos sexos;2023;608
NAVARRA (COMUNIDAD FORAL DE);1.01.-Marruecos;Ambos sexos;2022;571
NAVARRA (COMUNIDAD FORAL DE);1.01.-Marruecos;Ambos sexos;2021;375
NAVARRA (COMUNIDAD FORAL DE);1.01.-Marruecos;Ambos sexos;2020;295
NAVARRA (COMUNIDAD FORAL DE);1.01.-Marruecos;Ambos sexos;2019;297
NAVARRA (COMUNIDAD FORAL DE);1.01.-Marruecos;Ambos sexos;2018;194
NAVARRA (COMUNIDAD FORAL DE);1.02.-Argelia;Masculino;2024;298
NAVARRA (COMUNIDAD FORAL DE);1.02.-Argelia;Masculino;2023;108
NAVARRA (COMUNIDAD FORAL DE);1.02.-Argelia;Masculino;2022;118
NAVARRA (COMUNIDAD FORAL DE);1.02.-Argelia;Masculino;2021;96
NAVARRA (COMUNIDAD FORAL DE);1.02.-Argelia;Masculino;2020;33
NAVARRA (COMUNIDAD FORAL DE);1.02.-Argelia;Masculino;2019;47
NAVARRA (COMUNIDAD FORAL DE);1.02.-Argelia;Masculino;2018;63
NAVARRA (COMUNIDAD FORAL DE);1.02.-Argelia;Femenino;2024;8
NAVARRA (COMUNIDAD FORAL DE);1.02.-Argelia;Femenino;2023;3
NAVARRA (COMUNIDAD FORAL DE);1.02.-Argelia;Femenino;2022;2
NAVARRA (COMUNIDAD FORAL DE);1.02.-Argelia;Femenino;2021;0
NAVARRA (COMUNIDAD FORAL DE);1.02.-Argelia;Femenino;2020;1
NAVARRA (COMUNIDAD FORAL DE);1.02.-Argelia;Femenino;2019;3
NAVARRA (COMUNIDAD FORAL DE);1.02.-Argelia;Femenino;2018;1
NAVARRA (COMUNIDAD FORAL DE);1.02.-Argelia;Ambos sexos;2024;306
NAVARRA (COMUNIDAD FORAL DE);1.02.-Argelia;Ambos sexos;2023;111
NAVARRA (COMUNIDAD FORAL DE);1.02.-Argelia;Ambos sexos;2022;120
NAVARRA (COMUNIDAD FORAL DE);1.02.-Argelia;Ambos sexos;2021;96
NAVARRA (COMUNIDAD FORAL DE);1.02.-Argelia;Ambos sexos;2020;34
NAVARRA (COMUNIDAD FORAL DE);1.02.-Argelia;Ambos sexos;2019;50
NAVARRA (COMUNIDAD FORAL DE);1.02.-Argelia;Ambos sexos;2018;64
NAVARRA (COMUNIDAD FORAL DE);1.03.-Senegal;Masculino;2024;37
NAVARRA (COMUNIDAD FORAL DE);1.03.-Senegal;Masculino;2023;35
NAVARRA (COMUNIDAD FORAL DE);1.03.-Senegal;Masculino;2022;25
NAVARRA (COMUNIDAD FORAL DE);1.03.-Senegal;Masculino;2021;28
NAVARRA (COMUNIDAD FORAL DE);1.03.-Senegal;Masculino;2020;9
NAVARRA (COMUNIDAD FORAL DE);1.03.-Senegal;Masculino;2019;27
NAVARRA (COMUNIDAD FORAL DE);1.03.-Senegal;Masculino;2018;42
NAVARRA (COMUNIDAD FORAL DE);1.03.-Senegal;Femenino;2024;0
NAVARRA (COMUNIDAD FORAL DE);1.03.-Senegal;Femenino;2023;0
NAVARRA (COMUNIDAD FORAL DE);1.03.-Senegal;Femenino;2022;0
NAVARRA (COMUNIDAD FORAL DE);1.03.-Senegal;Femenino;2021;0
NAVARRA (COMUNIDAD FORAL DE);1.03.-Senegal;Femenino;2020;0
NAVARRA (COMUNIDAD FORAL DE);1.03.-Senegal;Femenino;2019;1
NAVARRA (COMUNIDAD FORAL DE);1.03.-Senegal;Femenino;2018;1
NAVARRA (COMUNIDAD FORAL DE);1.03.-Senegal;Ambos sexos;2024;37
NAVARRA (COMUNIDAD FORAL DE);1.03.-Senegal;Ambos sexos;2023;35
NAVARRA (COMUNIDAD FORAL DE);1.03.-Senegal;Ambos sexos;2022;25
NAVARRA (COMUNIDAD FORAL DE);1.03.-Senegal;Ambos sexos;2021;28
NAVARRA (COMUNIDAD FORAL DE);1.03.-Senegal;Ambos sexos;2020;9
NAVARRA (COMUNIDAD FORAL DE);1.03.-Senegal;Ambos sexos;2019;28
NAVARRA (COMUNIDAD FORAL DE);1.03.-Senegal;Ambos sexos;2018;43
NAVARRA (COMUNIDAD FORAL DE);1.04.-Nigeria;Masculino;2024;32
NAVARRA (COMUNIDAD FORAL DE);1.04.-Nigeria;Masculino;2023;22
NAVARRA (COMUNIDAD FORAL DE);1.04.-Nigeria;Masculino;2022;18
NAVARRA (COMUNIDAD FORAL DE);1.04.-Nigeria;Masculino;2021;21
NAVARRA (COMUNIDAD FORAL DE);1.04.-Nigeria;Masculino;2020;27
NAVARRA (COMUNIDAD FORAL DE);1.04.-Nigeria;Masculino;2019;19
NAVARRA (COMUNIDAD FORAL DE);1.04.-Nigeria;Masculino;2018;16
NAVARRA (COMUNIDAD FORAL DE);1.04.-Nigeria;Femenino;2024;3
NAVARRA (COMUNIDAD FORAL DE);1.04.-Nigeria;Femenino;2023;5
NAVARRA (COMUNIDAD FORAL DE);1.04.-Nigeria;Femenino;2022;3
NAVARRA (COMUNIDAD FORAL DE);1.04.-Nigeria;Femenino;2021;5
NAVARRA (COMUNIDAD FORAL DE);1.04.-Nigeria;Femenino;2020;1
NAVARRA (COMUNIDAD FORAL DE);1.04.-Nigeria;Femenino;2019;3
NAVARRA (COMUNIDAD FORAL DE);1.04.-Nigeria;Femenino;2018;5
NAVARRA (COMUNIDAD FORAL DE);1.04.-Nigeria;Ambos sexos;2024;35
NAVARRA (COMUNIDAD FORAL DE);1.04.-Nigeria;Ambos sexos;2023;27
NAVARRA (COMUNIDAD FORAL DE);1.04.-Nigeria;Ambos sexos;2022;21
NAVARRA (COMUNIDAD FORAL DE);1.04.-Nigeria;Ambos sexos;2021;26
NAVARRA (COMUNIDAD FORAL DE);1.04.-Nigeria;Ambos sexos;2020;28
NAVARRA (COMUNIDAD FORAL DE);1.04.-Nigeria;Ambos sexos;2019;22
NAVARRA (COMUNIDAD FORAL DE);1.04.-Nigeria;Ambos sexos;2018;21
NAVARRA (COMUNIDAD FORAL DE);1.05.-Guinea Ecuatorial;Masculino;2024;3
NAVARRA (COMUNIDAD FORAL DE);1.05.-Guinea Ecuatorial;Masculino;2023;1
NAVARRA (COMUNIDAD FORAL DE);1.05.-Guinea Ecuatorial;Masculino;2022;0
NAVARRA (COMUNIDAD FORAL DE);1.05.-Guinea Ecuatorial;Masculino;2021;1
NAVARRA (COMUNIDAD FORAL DE);1.05.-Guinea Ecuatorial;Masculino;2020;1
NAVARRA (COMUNIDAD FORAL DE);1.05.-Guinea Ecuatorial;Masculino;2019;3
NAVARRA (COMUNIDAD FORAL DE);1.05.-Guinea Ecuatorial;Masculino;2018;1
NAVARRA (COMUNIDAD FORAL DE);1.05.-Guinea Ecuatorial;Femenino;2024;1
NAVARRA (COMUNIDAD FORAL DE);1.05.-Guinea Ecuatorial;Femenino;2023;0
NAVARRA (COMUNIDAD FORAL DE);1.05.-Guinea Ecuatorial;Femenino;2022;2
NAVARRA (COMUNIDAD FORAL DE);1.05.-Guinea Ecuatorial;Femenino;2021;8
NAVARRA (COMUNIDAD FORAL DE);1.05.-Guinea Ecuatorial;Femenino;2020;4
NAVARRA (COMUNIDAD FORAL DE);1.05.-Guinea Ecuatorial;Femenino;2019;1
NAVARRA (COMUNIDAD FORAL DE);1.05.-Guinea Ecuatorial;Femenino;2018;0
NAVARRA (COMUNIDAD FORAL DE);1.05.-Guinea Ecuatorial;Ambos sexos;2024;4
NAVARRA (COMUNIDAD FORAL DE);1.05.-Guinea Ecuatorial;Ambos sexos;2023;1
NAVARRA (COMUNIDAD FORAL DE);1.05.-Guinea Ecuatorial;Ambos sexos;2022;2
NAVARRA (COMUNIDAD FORAL DE);1.05.-Guinea Ecuatorial;Ambos sexos;2021;9
NAVARRA (COMUNIDAD FORAL DE);1.05.-Guinea Ecuatorial;Ambos sexos;2020;5
NAVARRA (COMUNIDAD FORAL DE);1.05.-Guinea Ecuatorial;Ambos sexos;2019;4
NAVARRA (COMUNIDAD FORAL DE);1.05.-Guinea Ecuatorial;Ambos sexos;2018;1
NAVARRA (COMUNIDAD FORAL DE);1.06.-Ghana;Masculino;2024;10
NAVARRA (COMUNIDAD FORAL DE);1.06.-Ghana;Masculino;2023;7
NAVARRA (COMUNIDAD FORAL DE);1.06.-Ghana;Masculino;2022;4
NAVARRA (COMUNIDAD FORAL DE);1.06.-Ghana;Masculino;2021;7
NAVARRA (COMUNIDAD FORAL DE);1.06.-Ghana;Masculino;2020;5
NAVARRA (COMUNIDAD FORAL DE);1.06.-Ghana;Masculino;2019;4
NAVARRA (COMUNIDAD FORAL DE);1.06.-Ghana;Masculino;2018;6
NAVARRA (COMUNIDAD FORAL DE);1.06.-Ghana;Femenino;2024;1
NAVARRA (COMUNIDAD FORAL DE);1.06.-Ghana;Femenino;2023;0
NAVARRA (COMUNIDAD FORAL DE);1.06.-Ghana;Femenino;2022;0
NAVARRA (COMUNIDAD FORAL DE);1.06.-Ghana;Femenino;2021;1
NAVARRA (COMUNIDAD FORAL DE);1.06.-Ghana;Femenino;2020;2
NAVARRA (COMUNIDAD FORAL DE);1.06.-Ghana;Femenino;2019;0
NAVARRA (COMUNIDAD FORAL DE);1.06.-Ghana;Femenino;2018;0
NAVARRA (COMUNIDAD FORAL DE);1.06.-Ghana;Ambos sexos;2024;11
NAVARRA (COMUNIDAD FORAL DE);1.06.-Ghana;Ambos sexos;2023;7
NAVARRA (COMUNIDAD FORAL DE);1.06.-Ghana;Ambos sexos;2022;4
NAVARRA (COMUNIDAD FORAL DE);1.06.-Ghana;Ambos sexos;2021;8
NAVARRA (COMUNIDAD FORAL DE);1.06.-Ghana;Ambos sexos;2020;7
NAVARRA (COMUNIDAD FORAL DE);1.06.-Ghana;Ambos sexos;2019;4
NAVARRA (COMUNIDAD FORAL DE);1.06.-Ghana;Ambos sexos;2018;6
NAVARRA (COMUNIDAD FORAL DE);1.07.-Mali;Masculino;2024;6
NAVARRA (COMUNIDAD FORAL DE);1.07.-Mali;Masculino;2023;4
NAVARRA (COMUNIDAD FORAL DE);1.07.-Mali;Masculino;2022;3
NAVARRA (COMUNIDAD FORAL DE);1.07.-Mali;Masculino;2021;1
NAVARRA (COMUNIDAD FORAL DE);1.07.-Mali;Masculino;2020;2
NAVARRA (COMUNIDAD FORAL DE);1.07.-Mali;Masculino;2019;2
NAVARRA (COMUNIDAD FORAL DE);1.07.-Mali;Masculino;2018;2
NAVARRA (COMUNIDAD FORAL DE);1.07.-Mali;Femenino;2024;1
NAVARRA (COMUNIDAD FORAL DE);1.07.-Mali;Femenino;2023;1
NAVARRA (COMUNIDAD FORAL DE);1.07.-Mali;Femenino;2022;0
NAVARRA (COMUNIDAD FORAL DE);1.07.-Mali;Femenino;2021;1
NAVARRA (COMUNIDAD FORAL DE);1.07.-Mali;Femenino;2020;0
NAVARRA (COMUNIDAD FORAL DE);1.07.-Mali;Femenino;2019;0
NAVARRA (COMUNIDAD FORAL DE);1.07.-Mali;Femenino;2018;0
NAVARRA (COMUNIDAD FORAL DE);1.07.-Mali;Ambos sexos;2024;7
NAVARRA (COMUNIDAD FORAL DE);1.07.-Mali;Ambos sexos;2023;5
NAVARRA (COMUNIDAD FORAL DE);1.07.-Mali;Ambos sexos;2022;3
NAVARRA (COMUNIDAD FORAL DE);1.07.-Mali;Ambos sexos;2021;2
NAVARRA (COMUNIDAD FORAL DE);1.07.-Mali;Ambos sexos;2020;2
NAVARRA (COMUNIDAD FORAL DE);1.07.-Mali;Ambos sexos;2019;2
NAVARRA (COMUNIDAD FORAL DE);1.07.-Mali;Ambos sexos;2018;2
NAVARRA (COMUNIDAD FORAL DE);1.08.-Camerún;Masculino;2024;1
NAVARRA (COMUNIDAD FORAL DE);1.08.-Camerún;Masculino;2023;1
NAVARRA (COMUNIDAD FORAL DE);1.08.-Camerún;Masculino;2022;5
NAVARRA (COMUNIDAD FORAL DE);1.08.-Camerún;Masculino;2021;9
NAVARRA (COMUNIDAD FORAL DE);1.08.-Camerún;Masculino;2020;2
NAVARRA (COMUNIDAD FORAL DE);1.08.-Camerún;Masculino;2019;3
NAVARRA (COMUNIDAD FORAL DE);1.08.-Camerún;Masculino;2018;2
NAVARRA (COMUNIDAD FORAL DE);1.08.-Camerún;Femenino;2024;0
NAVARRA (COMUNIDAD FORAL DE);1.08.-Camerún;Femenino;2023;0
NAVARRA (COMUNIDAD FORAL DE);1.08.-Camerún;Femenino;2022;1
NAVARRA (COMUNIDAD FORAL DE);1.08.-Camerún;Femenino;2021;0
NAVARRA (COMUNIDAD FORAL DE);1.08.-Camerún;Femenino;2020;0
NAVARRA (COMUNIDAD FORAL DE);1.08.-Camerún;Femenino;2019;0
NAVARRA (COMUNIDAD FORAL DE);1.08.-Camerún;Femenino;2018;0
NAVARRA (COMUNIDAD FORAL DE);1.08.-Camerún;Ambos sexos;2024;1
NAVARRA (COMUNIDAD FORAL DE);1.08.-Camerún;Ambos sexos;2023;1
NAVARRA (COMUNIDAD FORAL DE);1.08.-Camerún;Ambos sexos;2022;6
NAVARRA (COMUNIDAD FORAL DE);1.08.-Camerún;Ambos sexos;2021;9
NAVARRA (COMUNIDAD FORAL DE);1.08.-Camerún;Ambos sexos;2020;2
NAVARRA (COMUNIDAD FORAL DE);1.08.-Camerún;Ambos sexos;2019;3
NAVARRA (COMUNIDAD FORAL DE);1.08.-Camerún;Ambos sexos;2018;2
NAVARRA (COMUNIDAD FORAL DE);1.09.-Gambia;Masculino;2024;2
NAVARRA (COMUNIDAD FORAL DE);1.09.-Gambia;Masculino;2023;5
NAVARRA (COMUNIDAD FORAL DE);1.09.-Gambia;Masculino;2022;3
NAVARRA (COMUNIDAD FORAL DE);1.09.-Gambia;Masculino;2021;1
NAVARRA (COMUNIDAD FORAL DE);1.09.-Gambia;Masculino;2020;3
NAVARRA (COMUNIDAD FORAL DE);1.09.-Gambia;Masculino;2019;6
NAVARRA (COMUNIDAD FORAL DE);1.09.-Gambia;Masculino;2018;4
NAVARRA (COMUNIDAD FORAL DE);1.09.-Gambia;Femenino;2024;0
NAVARRA (COMUNIDAD FORAL DE);1.09.-Gambia;Femenino;2023;0
NAVARRA (COMUNIDAD FORAL DE);1.09.-Gambia;Femenino;2022;0
NAVARRA (COMUNIDAD FORAL DE);1.09.-Gambia;Femenino;2021;0
NAVARRA (COMUNIDAD FORAL DE);1.09.-Gambia;Femenino;2020;0
NAVARRA (COMUNIDAD FORAL DE);1.09.-Gambia;Femenino;2019;0
NAVARRA (COMUNIDAD FORAL DE);1.09.-Gambia;Femenino;2018;0
NAVARRA (COMUNIDAD FORAL DE);1.09.-Gambia;Ambos sexos;2024;2
NAVARRA (COMUNIDAD FORAL DE);1.09.-Gambia;Ambos sexos;2023;5
NAVARRA (COMUNIDAD FORAL DE);1.09.-Gambia;Ambos sexos;2022;3
NAVARRA (COMUNIDAD FORAL DE);1.09.-Gambia;Ambos sexos;2021;1
NAVARRA (COMUNIDAD FORAL DE);1.09.-Gambia;Ambos sexos;2020;3
NAVARRA (COMUNIDAD FORAL DE);1.09.-Gambia;Ambos sexos;2019;6
NAVARRA (COMUNIDAD FORAL DE);1.09.-Gambia;Ambos sexos;2018;4
NAVARRA (COMUNIDAD FORAL DE);1.10.-Guinea Bisau;Masculino;2024;0
NAVARRA (COMUNIDAD FORAL DE);1.10.-Guinea Bisau;Masculino;2023;0
NAVARRA (COMUNIDAD FORAL DE);1.10.-Guinea Bisau;Masculino;2022;0
NAVARRA (COMUNIDAD FORAL DE);1.10.-Guinea Bisau;Masculino;2021;0
NAVARRA (COMUNIDAD FORAL DE);1.10.-Guinea Bisau;Masculino;2020;0
NAVARRA (COMUNIDAD FORAL DE);1.10.-Guinea Bisau;Masculino;2019;1
NAVARRA (COMUNIDAD FORAL DE);1.10.-Guinea Bisau;Masculino;2018;3
NAVARRA (COMUNIDAD FORAL DE);1.10.-Guinea Bisau;Femenino;2024;0
NAVARRA (COMUNIDAD FORAL DE);1.10.-Guinea Bisau;Femenino;2023;0
NAVARRA (COMUNIDAD FORAL DE);1.10.-Guinea Bisau;Femenino;2022;0
NAVARRA (COMUNIDAD FORAL DE);1.10.-Guinea Bisau;Femenino;2021;0
NAVARRA (COMUNIDAD FORAL DE);1.10.-Guinea Bisau;Femenino;2020;0
NAVARRA (COMUNIDAD FORAL DE);1.10.-Guinea Bisau;Femenino;2019;0
NAVARRA (COMUNIDAD FORAL DE);1.10.-Guinea Bisau;Femenino;2018;0
NAVARRA (COMUNIDAD FORAL DE);1.10.-Guinea Bisau;Ambos sexos;2024;0
NAVARRA (COMUNIDAD FORAL DE);1.10.-Guinea Bisau;Ambos sexos;2023;0
NAVARRA (COMUNIDAD FORAL DE);1.10.-Guinea Bisau;Ambos sexos;2022;0
NAVARRA (COMUNIDAD FORAL DE);1.10.-Guinea Bisau;Ambos sexos;2021;0
NAVARRA (COMUNIDAD FORAL DE);1.10.-Guinea Bisau;Ambos sexos;2020;0
NAVARRA (COMUNIDAD FORAL DE);1.10.-Guinea Bisau;Ambos sexos;2019;1
NAVARRA (COMUNIDAD FORAL DE);1.10.-Guinea Bisau;Ambos sexos;2018;3
NAVARRA (COMUNIDAD FORAL DE);1.11.-Resto África;Masculino;2024;19
NAVARRA (COMUNIDAD FORAL DE);1.11.-Resto África;Masculino;2023;19
NAVARRA (COMUNIDAD FORAL DE);1.11.-Resto África;Masculino;2022;13
NAVARRA (COMUNIDAD FORAL DE);1.11.-Resto África;Masculino;2021;25
NAVARRA (COMUNIDAD FORAL DE);1.11.-Resto África;Masculino;2020;29
NAVARRA (COMUNIDAD FORAL DE);1.11.-Resto África;Masculino;2019;13
NAVARRA (COMUNIDAD FORAL DE);1.11.-Resto África;Masculino;2018;16
NAVARRA (COMUNIDAD FORAL DE);1.11.-Resto África;Femenino;2024;0
NAVARRA (COMUNIDAD FORAL DE);1.11.-Resto África;Femenino;2023;3
NAVARRA (COMUNIDAD FORAL DE);1.11.-Resto África;Femenino;2022;0
NAVARRA (COMUNIDAD FORAL DE);1.11.-Resto África;Femenino;2021;0
NAVARRA (COMUNIDAD FORAL DE);1.11.-Resto África;Femenino;2020;0
NAVARRA (COMUNIDAD FORAL DE);1.11.-Resto África;Femenino;2019;0
NAVARRA (COMUNIDAD FORAL DE);1.11.-Resto África;Femenino;2018;0
NAVARRA (COMUNIDAD FORAL DE);1.11.-Resto África;Ambos sexos;2024;19
NAVARRA (COMUNIDAD FORAL DE);1.11.-Resto África;Ambos sexos;2023;22
NAVARRA (COMUNIDAD FORAL DE);1.11.-Resto África;Ambos sexos;2022;13
NAVARRA (COMUNIDAD FORAL DE);1.11.-Resto África;Ambos sexos;2021;25
NAVARRA (COMUNIDAD FORAL DE);1.11.-Resto África;Ambos sexos;2020;29
NAVARRA (COMUNIDAD FORAL DE);1.11.-Resto África;Ambos sexos;2019;13
NAVARRA (COMUNIDAD FORAL DE);1.11.-Resto África;Ambos sexos;2018;16
NAVARRA (COMUNIDAD FORAL DE);2.-CONTINENTE AMERICANO;Masculino;2024;769
NAVARRA (COMUNIDAD FORAL DE);2.-CONTINENTE AMERICANO;Masculino;2023;685
NAVARRA (COMUNIDAD FORAL DE);2.-CONTINENTE AMERICANO;Masculino;2022;592
NAVARRA (COMUNIDAD FORAL DE);2.-CONTINENTE AMERICANO;Masculino;2021;548
NAVARRA (COMUNIDAD FORAL DE);2.-CONTINENTE AMERICANO;Masculino;2020;380
NAVARRA (COMUNIDAD FORAL DE);2.-CONTINENTE AMERICANO;Masculino;2019;474
NAVARRA (COMUNIDAD FORAL DE);2.-CONTINENTE AMERICANO;Masculino;2018;401
NAVARRA (COMUNIDAD FORAL DE);2.-CONTINENTE AMERICANO;Femenino;2024;154
NAVARRA (COMUNIDAD FORAL DE);2.-CONTINENTE AMERICANO;Femenino;2023;126
NAVARRA (COMUNIDAD FORAL DE);2.-CONTINENTE AMERICANO;Femenino;2022;116
NAVARRA (COMUNIDAD FORAL DE);2.-CONTINENTE AMERICANO;Femenino;2021;77
NAVARRA (COMUNIDAD FORAL DE);2.-CONTINENTE AMERICANO;Femenino;2020;93
NAVARRA (COMUNIDAD FORAL DE);2.-CONTINENTE AMERICANO;Femenino;2019;126
NAVARRA (COMUNIDAD FORAL DE);2.-CONTINENTE AMERICANO;Femenino;2018;90
NAVARRA (COMUNIDAD FORAL DE);2.-CONTINENTE AMERICANO;Ambos sexos;2024;923
NAVARRA (COMUNIDAD FORAL DE);2.-CONTINENTE AMERICANO;Ambos sexos;2023;811
NAVARRA (COMUNIDAD FORAL DE);2.-CONTINENTE AMERICANO;Ambos sexos;2022;708
NAVARRA (COMUNIDAD FORAL DE);2.-CONTINENTE AMERICANO;Ambos sexos;2021;625
NAVARRA (COMUNIDAD FORAL DE);2.-CONTINENTE AMERICANO;Ambos sexos;2020;473
NAVARRA (COMUNIDAD FORAL DE);2.-CONTINENTE AMERICANO;Ambos sexos;2019;600
