Provincias;Tipología penal;periodo;Total
Araba/Álava;5.2.2.-Robos con fuerza en viviendas;2022;24
Araba/Álava;5.2.2.-Robos con fuerza en viviendas;2021;14
Araba/Álava;5.2.2.-Robos con fuerza en viviendas;2020;15
Araba/Álava;5.2.2.-Robos con fuerza en viviendas;2019;26
Araba/Álava;5.2.2.-Robos con fuerza en viviendas;2018;26
Araba/Álava;5.2.3.-Robos con fuerza en establecimientos;2024;18
Araba/Álava;5.2.3.-Robos con fuerza en establecimientos;2023;32
Araba/Álava;5.2.3.-Robos con fuerza en establecimientos;2022;30
Araba/Álava;5.2.3.-Robos con fuerza en establecimientos;2021;34
Araba/Álava;5.2.3.-Robos con fuerza en establecimientos;2020;29
Araba/Álava;5.2.3.-Robos con fuerza en establecimientos;2019;24
Araba/Álava;5.2.3.-Robos con fuerza en establecimientos;2018;9
Araba/Álava;5.3.-Robos con violencia o intimidación;2024;73
Araba/Álava;5.3.-Robos con violencia o intimidación;2023;41
Araba/Álava;5.3.-Robos con violencia o intimidación;2022;26
Araba/Álava;5.3.-Robos con violencia o intimidación;2021;58
Araba/Álava;5.3.-Robos con violencia o intimidación;2020;43
Araba/Álava;5.3.-Robos con violencia o intimidación;2019;48
Araba/Álava;5.3.-Robos con violencia o intimidación;2018;41
Araba/Álava;5.3.1.-Robos con violencia en vía pública;2024;57
Araba/Álava;5.3.1.-Robos con violencia en vía pública;2023;16
Araba/Álava;5.3.1.-Robos con violencia en vía pública;2022;18
Araba/Álava;5.3.1.-Robos con violencia en vía pública;2021;41
Araba/Álava;5.3.1.-Robos con violencia en vía pública;2020;24
Araba/Álava;5.3.1.-Robos con violencia en vía pública;2019;25
Araba/Álava;5.3.1.-Robos con violencia en vía pública;2018;26
Araba/Álava;5.3.2.-Robos con violencia en viviendas;2024;2
Araba/Álava;5.3.2.-Robos con violencia en viviendas;2023;8
Araba/Álava;5.3.2.-Robos con violencia en viviendas;2022;4
Araba/Álava;5.3.2.-Robos con violencia en viviendas;2021;5
Araba/Álava;5.3.2.-Robos con violencia en viviendas;2020;4
Araba/Álava;5.3.2.-Robos con violencia en viviendas;2019;0
Araba/Álava;5.3.2.-Robos con violencia en viviendas;2018;1
Araba/Álava;5.3.3.-Robos con violencia en establecimientos;2024;10
Araba/Álava;5.3.3.-Robos con violencia en establecimientos;2023;11
Araba/Álava;5.3.3.-Robos con violencia en establecimientos;2022;4
Araba/Álava;5.3.3.-Robos con violencia en establecimientos;2021;10
Araba/Álava;5.3.3.-Robos con violencia en establecimientos;2020;9
Araba/Álava;5.3.3.-Robos con violencia en establecimientos;2019;14
Araba/Álava;5.3.3.-Robos con violencia en establecimientos;2018;13
Araba/Álava;5.4.-Sustracción de vehículos;2024;5
Araba/Álava;5.4.-Sustracción de vehículos;2023;7
Araba/Álava;5.4.-Sustracción de vehículos;2022;4
Araba/Álava;5.4.-Sustracción de vehículos;2021;5
Araba/Álava;5.4.-Sustracción de vehículos;2020;6
Araba/Álava;5.4.-Sustracción de vehículos;2019;7
Araba/Álava;5.4.-Sustracción de vehículos;2018;5
Araba/Álava;5.5.-Estafas;2024;34
Araba/Álava;5.5.-Estafas;2023;47
Araba/Álava;5.5.-Estafas;2022;56
Araba/Álava;5.5.-Estafas;2021;28
Araba/Álava;5.5.-Estafas;2020;42
Araba/Álava;5.5.-Estafas;2019;23
Araba/Álava;5.5.-Estafas;2018;23
Araba/Álava;5.5.1.-Estafas informáticas;2024;986
Araba/Álava;5.5.1.-Estafas informáticas;2023;488
Araba/Álava;5.5.1.-Estafas informáticas;2022;526
Araba/Álava;5.5.1.-Estafas informáticas;2021;513
Araba/Álava;5.5.1.-Estafas informáticas;2020;310
Araba/Álava;5.5.1.-Estafas informáticas;2019;165
Araba/Álava;5.5.1.-Estafas informáticas;2018;139
Araba/Álava;5.6.-Daños;2024;16
Araba/Álava;5.6.-Daños;2023;13
Araba/Álava;5.6.-Daños;2022;15
Araba/Álava;5.6.-Daños;2021;16
Araba/Álava;5.6.-Daños;2020;15
Araba/Álava;5.6.-Daños;2019;8
Araba/Álava;5.6.-Daños;2018;13
Araba/Álava;5.7.-Contra la propiedad intelectual/industrial;2024;2
Araba/Álava;5.7.-Contra la propiedad intelectual/industrial;2023;14
Araba/Álava;5.7.-Contra la propiedad intelectual/industrial;2022;2
Araba/Álava;5.7.-Contra la propiedad intelectual/industrial;2021;1
Araba/Álava;5.7.-Contra la propiedad intelectual/industrial;2020;0
Araba/Álava;5.7.-Contra la propiedad intelectual/industrial;2019;1
Araba/Álava;5.7.-Contra la propiedad intelectual/industrial;2018;1
Araba/Álava;5.8.-Blanqueo de capitales;2024;0
Araba/Álava;5.8.-Blanqueo de capitales;2023;0
Araba/Álava;5.8.-Blanqueo de capitales;2022;10
Araba/Álava;5.8.-Blanqueo de capitales;2021;0
Araba/Álava;5.8.-Blanqueo de capitales;2020;9
Araba/Álava;5.8.-Blanqueo de capitales;2019;0
Araba/Álava;5.8.-Blanqueo de capitales;2018;0
Araba/Álava;5.9.-Otros contra el patrimonio;2024;20
Araba/Álava;5.9.-Otros contra el patrimonio;2023;15
Araba/Álava;5.9.-Otros contra el patrimonio;2022;6
Araba/Álava;5.9.-Otros contra el patrimonio;2021;4
Araba/Álava;5.9.-Otros contra el patrimonio;2020;14
Araba/Álava;5.9.-Otros contra el patrimonio;2019;7
Araba/Álava;5.9.-Otros contra el patrimonio;2018;1
Araba/Álava;6. SEGURIDAD COLECTIVA;2024;94
Araba/Álava;6. SEGURIDAD COLECTIVA;2023;97
Araba/Álava;6. SEGURIDAD COLECTIVA;2022;82
Araba/Álava;6. SEGURIDAD COLECTIVA;2021;79
Araba/Álava;6. SEGURIDAD COLECTIVA;2020;79
Araba/Álava;6. SEGURIDAD COLECTIVA;2019;67
Araba/Álava;6. SEGURIDAD COLECTIVA;2018;68
Araba/Álava;6.1.-Tráfico de drogas;2024;77
Araba/Álava;6.1.-Tráfico de drogas;2023;84
Araba/Álava;6.1.-Tráfico de drogas;2022;71
Araba/Álava;6.1.-Tráfico de drogas;2021;72
Araba/Álava;6.1.-Tráfico de drogas;2020;68
Araba/Álava;6.1.-Tráfico de drogas;2019;49
Araba/Álava;6.1.-Tráfico de drogas;2018;54
Araba/Álava;6.2.-Contra la seguridad vial;2024;12
Araba/Álava;6.2.-Contra la seguridad vial;2023;9
Araba/Álava;6.2.-Contra la seguridad vial;2022;4
Araba/Álava;6.2.-Contra la seguridad vial;2021;5
Araba/Álava;6.2.-Contra la seguridad vial;2020;9
Araba/Álava;6.2.-Contra la seguridad vial;2019;15
Araba/Álava;6.2.-Contra la seguridad vial;2018;14
Araba/Álava;6.3.-Otros contra la seguridad colectiva;2024;5
Araba/Álava;6.3.-Otros contra la seguridad colectiva;2023;4
Araba/Álava;6.3.-Otros contra la seguridad colectiva;2022;7
Araba/Álava;6.3.-Otros contra la seguridad colectiva;2021;2
Araba/Álava;6.3.-Otros contra la seguridad colectiva;2020;2
Araba/Álava;6.3.-Otros contra la seguridad colectiva;2019;3
Araba/Álava;6.3.-Otros contra la seguridad colectiva;2018;0
Araba/Álava;7. FALSEDADES;2024;27
Araba/Álava;7. FALSEDADES;2023;16
Araba/Álava;7. FALSEDADES;2022;29
Araba/Álava;7. FALSEDADES;2021;47
Araba/Álava;7. FALSEDADES;2020;26
Araba/Álava;7. FALSEDADES;2019;36
Araba/Álava;7. FALSEDADES;2018;39
Araba/Álava;8. ADMÓN. PÚBLICA;2024;3
Araba/Álava;8. ADMÓN. PÚBLICA;2023;1
Araba/Álava;8. ADMÓN. PÚBLICA;2022;5
Araba/Álava;8. ADMÓN. PÚBLICA;2021;1
Araba/Álava;8. ADMÓN. PÚBLICA;2020;0
Araba/Álava;8. ADMÓN. PÚBLICA;2019;0
Araba/Álava;8. ADMÓN. PÚBLICA;2018;1
Araba/Álava;9. ADMÓN. JUSTICIA;2024;128
Araba/Álava;9. ADMÓN. JUSTICIA;2023;88
Araba/Álava;9. ADMÓN. JUSTICIA;2022;73
Araba/Álava;9. ADMÓN. JUSTICIA;2021;52
Araba/Álava;9. ADMÓN. JUSTICIA;2020;36
Araba/Álava;9. ADMÓN. JUSTICIA;2019;48
Araba/Álava;9. ADMÓN. JUSTICIA;2018;38
Araba/Álava;10. ORDEN PÚBLICO;2024;153
Araba/Álava;10. ORDEN PÚBLICO;2023;163
Araba/Álava;10. ORDEN PÚBLICO;2022;200
Araba/Álava;10. ORDEN PÚBLICO;2021;172
Araba/Álava;10. ORDEN PÚBLICO;2020;178
Araba/Álava;10. ORDEN PÚBLICO;2019;109
Araba/Álava;10. ORDEN PÚBLICO;2018;106
Araba/Álava;11. LEGISLACIÓN ESPECIAL;2024;3
Araba/Álava;11. LEGISLACIÓN ESPECIAL;2023;4
Araba/Álava;11. LEGISLACIÓN ESPECIAL;2022;0
Araba/Álava;11. LEGISLACIÓN ESPECIAL;2021;0
Araba/Álava;11. LEGISLACIÓN ESPECIAL;2020;0
Araba/Álava;11. LEGISLACIÓN ESPECIAL;2019;0
Araba/Álava;11. LEGISLACIÓN ESPECIAL;2018;0
Araba/Álava;12. OTRAS INFRACCIONES PENALES;2024;13
Araba/Álava;12. OTRAS INFRACCIONES PENALES;2023;15
Araba/Álava;12. OTRAS INFRACCIONES PENALES;2022;14
Araba/Álava;12. OTRAS INFRACCIONES PENALES;2021;3
Araba/Álava;12. OTRAS INFRACCIONES PENALES;2020;11
Araba/Álava;12. OTRAS INFRACCIONES PENALES;2019;2
Araba/Álava;12. OTRAS INFRACCIONES PENALES;2018;6
Araba/Álava;TOTAL INFRACCIONES PENALES;2024;1.107
Araba/Álava;TOTAL INFRACCIONES PENALES;2023;1.045
Araba/Álava;TOTAL INFRACCIONES PENALES;2022;979
Araba/Álava;TOTAL INFRACCIONES PENALES;2021;827
Araba/Álava;TOTAL INFRACCIONES PENALES;2020;853
Araba/Álava;TOTAL INFRACCIONES PENALES;2019;699
Araba/Álava;TOTAL INFRACCIONES PENALES;2018;678
Albacete;1. CONTRA LAS PERSONAS;2024;1.075
Albacete;1. CONTRA LAS PERSONAS;2023;1.076
Albacete;1. CONTRA LAS PERSONAS;2022;1.013
Albacete;1. CONTRA LAS PERSONAS;2021;890
Albacete;1. CONTRA LAS PERSONAS;2020;856
Albacete;1. CONTRA LAS PERSONAS;2019;1.023
Albacete;1. CONTRA LAS PERSONAS;2018;885
Albacete;1.1.-Homicidios dolosos/asesinatos;2024;3
Albacete;1.1.-Homicidios dolosos/asesinatos;2023;12
Albacete;1.1.-Homicidios dolosos/asesinatos;2022;15
Albacete;1.1.-Homicidios dolosos/asesinatos;2021;10
Albacete;1.1.-Homicidios dolosos/asesinatos;2020;4
Albacete;1.1.-Homicidios dolosos/asesinatos;2019;2
Albacete;1.1.-Homicidios dolosos/asesinatos;2018;9
Albacete;1.1.1.-Homicidios dolosos/asesinatos consumados;2024;0
Albacete;1.1.1.-Homicidios dolosos/asesinatos consumados;2023;6
Albacete;1.1.1.-Homicidios dolosos/asesinatos consumados;2022;2
Albacete;1.1.1.-Homicidios dolosos/asesinatos consumados;2021;1
Albacete;1.1.1.-Homicidios dolosos/asesinatos consumados;2020;2
Albacete;1.1.1.-Homicidios dolosos/asesinatos consumados;2019;0
Albacete;1.1.1.-Homicidios dolosos/asesinatos consumados;2018;3
Albacete;1.2.-Lesiones;2024;411
Albacete;1.2.-Lesiones;2023;430
Albacete;1.2.-Lesiones;2022;384
Albacete;1.2.-Lesiones;2021;318
Albacete;1.2.-Lesiones;2020;296
Albacete;1.2.-Lesiones;2019;404
Albacete;1.2.-Lesiones;2018;356
Albacete;1.3.-Malos tratos ámbito familiar;2024;652
Albacete;1.3.-Malos tratos ámbito familiar;2023;607
Albacete;1.3.-Malos tratos ámbito familiar;2022;599
Albacete;1.3.-Malos tratos ámbito familiar;2021;522
Albacete;1.3.-Malos tratos ámbito familiar;2020;510
Albacete;1.3.-Malos tratos ámbito familiar;2019;558
Albacete;1.3.-Malos tratos ámbito familiar;2018;511
Albacete;1.4.-Otros contra las personas;2024;9
Albacete;1.4.-Otros contra las personas;2023;27
Albacete;1.4.-Otros contra las personas;2022;15
Albacete;1.4.-Otros contra las personas;2021;40
Albacete;1.4.-Otros contra las personas;2020;46
Albacete;1.4.-Otros contra las personas;2019;59
Albacete;1.4.-Otros contra las personas;2018;9
Albacete;2. CONTRA LA LIBERTAD;2024;451
Albacete;2. CONTRA LA LIBERTAD;2023;387
Albacete;2. CONTRA LA LIBERTAD;2022;409
Albacete;2. CONTRA LA LIBERTAD;2021;449
Albacete;2. CONTRA LA LIBERTAD;2020;324
Albacete;2. CONTRA LA LIBERTAD;2019;386
Albacete;2. CONTRA LA LIBERTAD;2018;393
Albacete;2.1.-Malos tratos habituales en el ámbito familiar;2024;88
Albacete;2.1.-Malos tratos habituales en el ámbito familiar;2023;82
Albacete;2.1.-Malos tratos habituales en el ámbito familiar;2022;99
Albacete;2.1.-Malos tratos habituales en el ámbito familiar;2021;94
Albacete;2.1.-Malos tratos habituales en el ámbito familiar;2020;62
Albacete;2.1.-Malos tratos habituales en el ámbito familiar;2019;66
Albacete;2.1.-Malos tratos habituales en el ámbito familiar;2018;71
Albacete;2.2.-Otros contra la libertad;2024;363
Albacete;2.2.-Otros contra la libertad;2023;305
Albacete;2.2.-Otros contra la libertad;2022;310
Albacete;2.2.-Otros contra la libertad;2021;355
Albacete;2.2.-Otros contra la libertad;2020;262
Albacete;2.2.-Otros contra la libertad;2019;320
Albacete;2.2.-Otros contra la libertad;2018;322
Albacete;3. LIBERTAD SEXUAL;2024;115
Albacete;3. LIBERTAD SEXUAL;2023;105
Albacete;3. LIBERTAD SEXUAL;2022;96
Albacete;3. LIBERTAD SEXUAL;2021;86
Albacete;3. LIBERTAD SEXUAL;2020;61
Albacete;3. LIBERTAD SEXUAL;2019;83
Albacete;3. LIBERTAD SEXUAL;2018;82
Albacete;3.1.-Agresión sexual;2024;72
Albacete;3.1.-Agresión sexual;2023;69
Albacete;3.1.-Agresión sexual;2022;59
Albacete;3.1.-Agresión sexual;2021;58
Albacete;3.1.-Agresión sexual;2020;44
Albacete;3.1.-Agresión sexual;2019;46
Albacete;3.1.-Agresión sexual;2018;52
Albacete;3.2.-Agresión sexual con penetración;2024;16
Albacete;3.2.-Agresión sexual con penetración;2023;23
Albacete;3.2.-Agresión sexual con penetración;2022;27
Albacete;3.2.-Agresión sexual con penetración;2021;14
Albacete;3.2.-Agresión sexual con penetración;2020;6
Albacete;3.2.-Agresión sexual con penetración;2019;14
Albacete;3.2.-Agresión sexual con penetración;2018;15
Albacete;3.3.-Corrupción de menores o incapacitados;2024;3
Albacete;3.3.-Corrupción de menores o incapacitados;2023;0
Albacete;3.3.-Corrupción de menores o incapacitados;2022;0
Albacete;3.3.-Corrupción de menores o incapacitados;2021;1
Albacete;3.3.-Corrupción de menores o incapacitados;2020;4
Albacete;3.3.-Corrupción de menores o incapacitados;2019;2
Albacete;3.3.-Corrupción de menores o incapacitados;2018;6
Albacete;3.4.-Pornografía de menores;2024;7
Albacete;3.4.-Pornografía de menores;2023;6
Albacete;3.4.-Pornografía de menores;2022;6
Albacete;3.4.-Pornografía de menores;2021;4
Albacete;3.4.-Pornografía de menores;2020;4
Albacete;3.4.-Pornografía de menores;2019;12
Albacete;3.4.-Pornografía de menores;2018;6
Albacete;3.5.-Otros contra la libertad sexual;2024;17
Albacete;3.5.-Otros contra la libertad sexual;2023;7
Albacete;3.5.-Otros contra la libertad sexual;2022;4
Albacete;3.5.-Otros contra la libertad sexual;2021;9
Albacete;3.5.-Otros contra la libertad sexual;2020;3
Albacete;3.5.-Otros contra la libertad sexual;2019;9
Albacete;3.5.-Otros contra la libertad sexual;2018;3
Albacete;4. RELACIONES FAMILIARES;2024;13
Albacete;4. RELACIONES FAMILIARES;2023;22
Albacete;4. RELACIONES FAMILIARES;2022;27
Albacete;4. RELACIONES FAMILIARES;2021;23
Albacete;4. RELACIONES FAMILIARES;2020;26
Albacete;4. RELACIONES FAMILIARES;2019;45
Albacete;4. RELACIONES FAMILIARES;2018;36
Albacete;5. PATRIMONIO;2024;1.642
Albacete;5. PATRIMONIO;2023;1.587
Albacete;5. PATRIMONIO;2022;1.387
Albacete;5. PATRIMONIO;2021;1.091
Albacete;5. PATRIMONIO;2020;1.042
Albacete;5. PATRIMONIO;2019;1.286
Albacete;5. PATRIMONIO;2018;1.399
Albacete;5.1.-Hurtos;2024;706
Albacete;5.1.-Hurtos;2023;723
Albacete;5.1.-Hurtos;2022;597
Albacete;5.1.-Hurtos;2021;443
Albacete;5.1.-Hurtos;2020;404
Albacete;5.1.-Hurtos;2019;554
Albacete;5.1.-Hurtos;2018;562
Albacete;5.2.-Robos con fuerza en las cosas;2024;291
Albacete;5.2.-Robos con fuerza en las cosas;2023;279
Albacete;5.2.-Robos con fuerza en las cosas;2022;219
Albacete;5.2.-Robos con fuerza en las cosas;2021;177
Albacete;5.2.-Robos con fuerza en las cosas;2020;201
Albacete;5.2.-Robos con fuerza en las cosas;2019;241
Albacete;5.2.-Robos con fuerza en las cosas;2018;323
Albacete;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2024;45
Albacete;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2023;44
Albacete;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2022;41
Albacete;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2021;32
Albacete;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2020;37
Albacete;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2019;54
Albacete;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2018;72
Albacete;5.2.2.-Robos con fuerza en viviendas;2024;110
Albacete;5.2.2.-Robos con fuerza en viviendas;2023;83
Albacete;5.2.2.-Robos con fuerza en viviendas;2022;90
Albacete;5.2.2.-Robos con fuerza en viviendas;2021;68
Albacete;5.2.2.-Robos con fuerza en viviendas;2020;100
Albacete;5.2.2.-Robos con fuerza en viviendas;2019;88
Albacete;5.2.2.-Robos con fuerza en viviendas;2018;122
Albacete;5.2.3.-Robos con fuerza en establecimientos;2024;46
Albacete;5.2.3.-Robos con fuerza en establecimientos;2023;55
Albacete;5.2.3.-Robos con fuerza en establecimientos;2022;42
Albacete;5.2.3.-Robos con fuerza en establecimientos;2021;43
Albacete;5.2.3.-Robos con fuerza en establecimientos;2020;23
Albacete;5.2.3.-Robos con fuerza en establecimientos;2019;42
Albacete;5.2.3.-Robos con fuerza en establecimientos;2018;49
Albacete;5.3.-Robos con violencia o intimidación;2024;146
Albacete;5.3.-Robos con violencia o intimidación;2023;135
Albacete;5.3.-Robos con violencia o intimidación;2022;104
Albacete;5.3.-Robos con violencia o intimidación;2021;83
Albacete;5.3.-Robos con violencia o intimidación;2020;58
Albacete;5.3.-Robos con violencia o intimidación;2019;111
Albacete;5.3.-Robos con violencia o intimidación;2018;107
Albacete;5.3.1.-Robos con violencia en vía pública;2024;69
Albacete;5.3.1.-Robos con violencia en vía pública;2023;68
Albacete;5.3.1.-Robos con violencia en vía pública;2022;54
Albacete;5.3.1.-Robos con violencia en vía pública;2021;39
Albacete;5.3.1.-Robos con violencia en vía pública;2020;34
Albacete;5.3.1.-Robos con violencia en vía pública;2019;58
Albacete;5.3.1.-Robos con violencia en vía pública;2018;60
Albacete;5.3.2.-Robos con violencia en viviendas;2024;23
Albacete;5.3.2.-Robos con violencia en viviendas;2023;25
Albacete;5.3.2.-Robos con violencia en viviendas;2022;13
Albacete;5.3.2.-Robos con violencia en viviendas;2021;12
Albacete;5.3.2.-Robos con violencia en viviendas;2020;4
Albacete;5.3.2.-Robos con violencia en viviendas;2019;9
Albacete;5.3.2.-Robos con violencia en viviendas;2018;18
Albacete;5.3.3.-Robos con violencia en establecimientos;2024;38
Albacete;5.3.3.-Robos con violencia en establecimientos;2023;31
Albacete;5.3.3.-Robos con violencia en establecimientos;2022;23
Albacete;5.3.3.-Robos con violencia en establecimientos;2021;23
Albacete;5.3.3.-Robos con violencia en establecimientos;2020;16
Albacete;5.3.3.-Robos con violencia en establecimientos;2019;15
Albacete;5.3.3.-Robos con violencia en establecimientos;2018;16
Albacete;5.4.-Sustracción de vehículos;2024;18
Albacete;5.4.-Sustracción de vehículos;2023;30
Albacete;5.4.-Sustracción de vehículos;2022;16
Albacete;5.4.-Sustracción de vehículos;2021;16
Albacete;5.4.-Sustracción de vehículos;2020;6
Albacete;5.4.-Sustracción de vehículos;2019;16
Albacete;5.4.-Sustracción de vehículos;2018;13
Albacete;5.5.-Estafas;2024;233
Albacete;5.5.-Estafas;2023;194
Albacete;5.5.-Estafas;2022;194
Albacete;5.5.-Estafas;2021;158
Albacete;5.5.-Estafas;2020;143
Albacete;5.5.-Estafas;2019;145
Albacete;5.5.-Estafas;2018;122
Albacete;5.5.1.-Estafas informáticas;2024;179
Albacete;5.5.1.-Estafas informáticas;2023;129
Albacete;5.5.1.-Estafas informáticas;2022;135
Albacete;5.5.1.-Estafas informáticas;2021;101
Albacete;5.5.1.-Estafas informáticas;2020;91
Albacete;5.5.1.-Estafas informáticas;2019;45
Albacete;5.5.1.-Estafas informáticas;2018;44
Albacete;5.6.-Daños;2024;118
Albacete;5.6.-Daños;2023;113
Albacete;5.6.-Daños;2022;105
Albacete;5.6.-Daños;2021;97
Albacete;5.6.-Daños;2020;80
Albacete;5.6.-Daños;2019;82
Albacete;5.6.-Daños;2018;133
Albacete;5.7.-Contra la propiedad intelectual/industrial;2024;24
Albacete;5.7.-Contra la propiedad intelectual/industrial;2023;5
Albacete;5.7.-Contra la propiedad intelectual/industrial;2022;2
Albacete;5.7.-Contra la propiedad intelectual/industrial;2021;7
Albacete;5.7.-Contra la propiedad intelectual/industrial;2020;4
