Provincias;Tipología penal;Sexo;periodo;Total
Lleida;7. FALSEDADES;Masculino;2021;59
Lleida;7. FALSEDADES;Masculino;2020;19
Lleida;7. FALSEDADES;Masculino;2019;22
Lleida;7. FALSEDADES;Masculino;2018;13
Lleida;7. FALSEDADES;Femenino;2024;7
Lleida;7. FALSEDADES;Femenino;2023;7
Lleida;7. FALSEDADES;Femenino;2022;5
Lleida;7. FALSEDADES;Femenino;2021;3
Lleida;7. FALSEDADES;Femenino;2020;4
Lleida;7. FALSEDADES;Femenino;2019;4
Lleida;7. FALSEDADES;Femenino;2018;4
Lleida;7. FALSEDADES;Ambos sexos;2024;54
Lleida;7. FALSEDADES;Ambos sexos;2023;59
Lleida;7. FALSEDADES;Ambos sexos;2022;47
Lleida;7. FALSEDADES;Ambos sexos;2021;62
Lleida;7. FALSEDADES;Ambos sexos;2020;23
Lleida;7. FALSEDADES;Ambos sexos;2019;26
Lleida;7. FALSEDADES;Ambos sexos;2018;17
Lleida;8. ADMÓN. PÚBLICA;Masculino;2024;0
Lleida;8. ADMÓN. PÚBLICA;Masculino;2023;0
Lleida;8. ADMÓN. PÚBLICA;Masculino;2022;0
Lleida;8. ADMÓN. PÚBLICA;Masculino;2021;0
Lleida;8. ADMÓN. PÚBLICA;Masculino;2020;0
Lleida;8. ADMÓN. PÚBLICA;Masculino;2019;1
Lleida;8. ADMÓN. PÚBLICA;Masculino;2018;0
Lleida;8. ADMÓN. PÚBLICA;Femenino;2024;0
Lleida;8. ADMÓN. PÚBLICA;Femenino;2023;0
Lleida;8. ADMÓN. PÚBLICA;Femenino;2022;0
Lleida;8. ADMÓN. PÚBLICA;Femenino;2021;0
Lleida;8. ADMÓN. PÚBLICA;Femenino;2020;0
Lleida;8. ADMÓN. PÚBLICA;Femenino;2019;0
Lleida;8. ADMÓN. PÚBLICA;Femenino;2018;0
Lleida;8. ADMÓN. PÚBLICA;Ambos sexos;2024;0
Lleida;8. ADMÓN. PÚBLICA;Ambos sexos;2023;0
Lleida;8. ADMÓN. PÚBLICA;Ambos sexos;2022;0
Lleida;8. ADMÓN. PÚBLICA;Ambos sexos;2021;0
Lleida;8. ADMÓN. PÚBLICA;Ambos sexos;2020;0
Lleida;8. ADMÓN. PÚBLICA;Ambos sexos;2019;1
Lleida;8. ADMÓN. PÚBLICA;Ambos sexos;2018;0
Lleida;9. ADMÓN. JUSTICIA;Masculino;2024;107
Lleida;9. ADMÓN. JUSTICIA;Masculino;2023;91
Lleida;9. ADMÓN. JUSTICIA;Masculino;2022;77
Lleida;9. ADMÓN. JUSTICIA;Masculino;2021;62
Lleida;9. ADMÓN. JUSTICIA;Masculino;2020;61
Lleida;9. ADMÓN. JUSTICIA;Masculino;2019;7
Lleida;9. ADMÓN. JUSTICIA;Masculino;2018;7
Lleida;9. ADMÓN. JUSTICIA;Femenino;2024;9
Lleida;9. ADMÓN. JUSTICIA;Femenino;2023;11
Lleida;9. ADMÓN. JUSTICIA;Femenino;2022;12
Lleida;9. ADMÓN. JUSTICIA;Femenino;2021;10
Lleida;9. ADMÓN. JUSTICIA;Femenino;2020;7
Lleida;9. ADMÓN. JUSTICIA;Femenino;2019;1
Lleida;9. ADMÓN. JUSTICIA;Femenino;2018;1
Lleida;9. ADMÓN. JUSTICIA;Ambos sexos;2024;116
Lleida;9. ADMÓN. JUSTICIA;Ambos sexos;2023;102
Lleida;9. ADMÓN. JUSTICIA;Ambos sexos;2022;89
Lleida;9. ADMÓN. JUSTICIA;Ambos sexos;2021;72
Lleida;9. ADMÓN. JUSTICIA;Ambos sexos;2020;68
Lleida;9. ADMÓN. JUSTICIA;Ambos sexos;2019;8
Lleida;9. ADMÓN. JUSTICIA;Ambos sexos;2018;8
Lleida;10. ORDEN PÚBLICO;Masculino;2024;38
Lleida;10. ORDEN PÚBLICO;Masculino;2023;45
Lleida;10. ORDEN PÚBLICO;Masculino;2022;30
Lleida;10. ORDEN PÚBLICO;Masculino;2021;35
Lleida;10. ORDEN PÚBLICO;Masculino;2020;37
Lleida;10. ORDEN PÚBLICO;Masculino;2019;1
Lleida;10. ORDEN PÚBLICO;Masculino;2018;4
Lleida;10. ORDEN PÚBLICO;Femenino;2024;5
Lleida;10. ORDEN PÚBLICO;Femenino;2023;7
Lleida;10. ORDEN PÚBLICO;Femenino;2022;3
Lleida;10. ORDEN PÚBLICO;Femenino;2021;1
Lleida;10. ORDEN PÚBLICO;Femenino;2020;2
Lleida;10. ORDEN PÚBLICO;Femenino;2019;0
Lleida;10. ORDEN PÚBLICO;Femenino;2018;0
Lleida;10. ORDEN PÚBLICO;Ambos sexos;2024;43
Lleida;10. ORDEN PÚBLICO;Ambos sexos;2023;52
Lleida;10. ORDEN PÚBLICO;Ambos sexos;2022;33
Lleida;10. ORDEN PÚBLICO;Ambos sexos;2021;36
Lleida;10. ORDEN PÚBLICO;Ambos sexos;2020;39
Lleida;10. ORDEN PÚBLICO;Ambos sexos;2019;1
Lleida;10. ORDEN PÚBLICO;Ambos sexos;2018;4
Lleida;11. LEGISLACIÓN ESPECIAL;Masculino;2024;3
Lleida;11. LEGISLACIÓN ESPECIAL;Masculino;2023;3
Lleida;11. LEGISLACIÓN ESPECIAL;Masculino;2022;6
Lleida;11. LEGISLACIÓN ESPECIAL;Masculino;2021;3
Lleida;11. LEGISLACIÓN ESPECIAL;Masculino;2020;0
Lleida;11. LEGISLACIÓN ESPECIAL;Masculino;2019;0
Lleida;11. LEGISLACIÓN ESPECIAL;Masculino;2018;3
Lleida;11. LEGISLACIÓN ESPECIAL;Femenino;2024;0
Lleida;11. LEGISLACIÓN ESPECIAL;Femenino;2023;0
Lleida;11. LEGISLACIÓN ESPECIAL;Femenino;2022;0
Lleida;11. LEGISLACIÓN ESPECIAL;Femenino;2021;1
Lleida;11. LEGISLACIÓN ESPECIAL;Femenino;2020;0
Lleida;11. LEGISLACIÓN ESPECIAL;Femenino;2019;0
Lleida;11. LEGISLACIÓN ESPECIAL;Femenino;2018;0
Lleida;11. LEGISLACIÓN ESPECIAL;Ambos sexos;2024;3
Lleida;11. LEGISLACIÓN ESPECIAL;Ambos sexos;2023;3
Lleida;11. LEGISLACIÓN ESPECIAL;Ambos sexos;2022;6
Lleida;11. LEGISLACIÓN ESPECIAL;Ambos sexos;2021;4
Lleida;11. LEGISLACIÓN ESPECIAL;Ambos sexos;2020;0
Lleida;11. LEGISLACIÓN ESPECIAL;Ambos sexos;2019;0
Lleida;11. LEGISLACIÓN ESPECIAL;Ambos sexos;2018;3
Lleida;12. OTRAS INFRACCIONES PENALES;Masculino;2024;4
Lleida;12. OTRAS INFRACCIONES PENALES;Masculino;2023;16
Lleida;12. OTRAS INFRACCIONES PENALES;Masculino;2022;4
Lleida;12. OTRAS INFRACCIONES PENALES;Masculino;2021;3
Lleida;12. OTRAS INFRACCIONES PENALES;Masculino;2020;8
Lleida;12. OTRAS INFRACCIONES PENALES;Masculino;2019;5
Lleida;12. OTRAS INFRACCIONES PENALES;Masculino;2018;1
Lleida;12. OTRAS INFRACCIONES PENALES;Femenino;2024;2
Lleida;12. OTRAS INFRACCIONES PENALES;Femenino;2023;1
Lleida;12. OTRAS INFRACCIONES PENALES;Femenino;2022;4
Lleida;12. OTRAS INFRACCIONES PENALES;Femenino;2021;1
Lleida;12. OTRAS INFRACCIONES PENALES;Femenino;2020;5
Lleida;12. OTRAS INFRACCIONES PENALES;Femenino;2019;0
Lleida;12. OTRAS INFRACCIONES PENALES;Femenino;2018;0
Lleida;12. OTRAS INFRACCIONES PENALES;Ambos sexos;2024;6
Lleida;12. OTRAS INFRACCIONES PENALES;Ambos sexos;2023;17
Lleida;12. OTRAS INFRACCIONES PENALES;Ambos sexos;2022;8
Lleida;12. OTRAS INFRACCIONES PENALES;Ambos sexos;2021;4
Lleida;12. OTRAS INFRACCIONES PENALES;Ambos sexos;2020;13
Lleida;12. OTRAS INFRACCIONES PENALES;Ambos sexos;2019;5
Lleida;12. OTRAS INFRACCIONES PENALES;Ambos sexos;2018;1
Lleida;TOTAL INFRACCIONES PENALES;Masculino;2024;2.094
Lleida;TOTAL INFRACCIONES PENALES;Masculino;2023;2.034
Lleida;TOTAL INFRACCIONES PENALES;Masculino;2022;1.989
Lleida;TOTAL INFRACCIONES PENALES;Masculino;2021;1.641
Lleida;TOTAL INFRACCIONES PENALES;Masculino;2020;1.451
Lleida;TOTAL INFRACCIONES PENALES;Masculino;2019;78
Lleida;TOTAL INFRACCIONES PENALES;Masculino;2018;63
Lleida;TOTAL INFRACCIONES PENALES;Femenino;2024;454
Lleida;TOTAL INFRACCIONES PENALES;Femenino;2023;414
Lleida;TOTAL INFRACCIONES PENALES;Femenino;2022;412
Lleida;TOTAL INFRACCIONES PENALES;Femenino;2021;325
Lleida;TOTAL INFRACCIONES PENALES;Femenino;2020;334
Lleida;TOTAL INFRACCIONES PENALES;Femenino;2019;14
Lleida;TOTAL INFRACCIONES PENALES;Femenino;2018;13
Lleida;TOTAL INFRACCIONES PENALES;Ambos sexos;2024;2.548
Lleida;TOTAL INFRACCIONES PENALES;Ambos sexos;2023;2.448
Lleida;TOTAL INFRACCIONES PENALES;Ambos sexos;2022;2.401
Lleida;TOTAL INFRACCIONES PENALES;Ambos sexos;2021;1.966
Lleida;TOTAL INFRACCIONES PENALES;Ambos sexos;2020;1.785
Lleida;TOTAL INFRACCIONES PENALES;Ambos sexos;2019;92
Lleida;TOTAL INFRACCIONES PENALES;Ambos sexos;2018;76
Rioja (La);1. CONTRA LAS PERSONAS;Masculino;2024;343
Rioja (La);1. CONTRA LAS PERSONAS;Masculino;2023;324
Rioja (La);1. CONTRA LAS PERSONAS;Masculino;2022;319
Rioja (La);1. CONTRA LAS PERSONAS;Masculino;2021;250
Rioja (La);1. CONTRA LAS PERSONAS;Masculino;2020;238
Rioja (La);1. CONTRA LAS PERSONAS;Masculino;2019;226
Rioja (La);1. CONTRA LAS PERSONAS;Masculino;2018;274
Rioja (La);1. CONTRA LAS PERSONAS;Femenino;2024;64
Rioja (La);1. CONTRA LAS PERSONAS;Femenino;2023;76
Rioja (La);1. CONTRA LAS PERSONAS;Femenino;2022;58
Rioja (La);1. CONTRA LAS PERSONAS;Femenino;2021;54
Rioja (La);1. CONTRA LAS PERSONAS;Femenino;2020;52
Rioja (La);1. CONTRA LAS PERSONAS;Femenino;2019;47
Rioja (La);1. CONTRA LAS PERSONAS;Femenino;2018;44
Rioja (La);1. CONTRA LAS PERSONAS;Ambos sexos;2024;407
Rioja (La);1. CONTRA LAS PERSONAS;Ambos sexos;2023;400
Rioja (La);1. CONTRA LAS PERSONAS;Ambos sexos;2022;377
Rioja (La);1. CONTRA LAS PERSONAS;Ambos sexos;2021;304
Rioja (La);1. CONTRA LAS PERSONAS;Ambos sexos;2020;290
Rioja (La);1. CONTRA LAS PERSONAS;Ambos sexos;2019;273
Rioja (La);1. CONTRA LAS PERSONAS;Ambos sexos;2018;318
Rioja (La);1.1.-Homicidios dolosos/asesinatos;Masculino;2024;0
Rioja (La);1.1.-Homicidios dolosos/asesinatos;Masculino;2023;6
Rioja (La);1.1.-Homicidios dolosos/asesinatos;Masculino;2022;3
Rioja (La);1.1.-Homicidios dolosos/asesinatos;Masculino;2021;4
Rioja (La);1.1.-Homicidios dolosos/asesinatos;Masculino;2020;1
Rioja (La);1.1.-Homicidios dolosos/asesinatos;Masculino;2019;3
Rioja (La);1.1.-Homicidios dolosos/asesinatos;Masculino;2018;1
Rioja (La);1.1.-Homicidios dolosos/asesinatos;Femenino;2024;0
Rioja (La);1.1.-Homicidios dolosos/asesinatos;Femenino;2023;0
Rioja (La);1.1.-Homicidios dolosos/asesinatos;Femenino;2022;0
Rioja (La);1.1.-Homicidios dolosos/asesinatos;Femenino;2021;1
Rioja (La);1.1.-Homicidios dolosos/asesinatos;Femenino;2020;0
Rioja (La);1.1.-Homicidios dolosos/asesinatos;Femenino;2019;0
Rioja (La);1.1.-Homicidios dolosos/asesinatos;Femenino;2018;0
Rioja (La);1.1.-Homicidios dolosos/asesinatos;Ambos sexos;2024;0
Rioja (La);1.1.-Homicidios dolosos/asesinatos;Ambos sexos;2023;6
Rioja (La);1.1.-Homicidios dolosos/asesinatos;Ambos sexos;2022;3
Rioja (La);1.1.-Homicidios dolosos/asesinatos;Ambos sexos;2021;5
Rioja (La);1.1.-Homicidios dolosos/asesinatos;Ambos sexos;2020;1
Rioja (La);1.1.-Homicidios dolosos/asesinatos;Ambos sexos;2019;3
Rioja (La);1.1.-Homicidios dolosos/asesinatos;Ambos sexos;2018;1
Rioja (La);1.1.1.-Homicidios dolosos/asesinatos consumados;Masculino;2024;0
Rioja (La);1.1.1.-Homicidios dolosos/asesinatos consumados;Masculino;2023;2
Rioja (La);1.1.1.-Homicidios dolosos/asesinatos consumados;Masculino;2022;0
Rioja (La);1.1.1.-Homicidios dolosos/asesinatos consumados;Masculino;2021;1
Rioja (La);1.1.1.-Homicidios dolosos/asesinatos consumados;Masculino;2020;1
Rioja (La);1.1.1.-Homicidios dolosos/asesinatos consumados;Masculino;2019;0
Rioja (La);1.1.1.-Homicidios dolosos/asesinatos consumados;Masculino;2018;0
Rioja (La);1.1.1.-Homicidios dolosos/asesinatos consumados;Femenino;2024;0
Rioja (La);1.1.1.-Homicidios dolosos/asesinatos consumados;Femenino;2023;0
Rioja (La);1.1.1.-Homicidios dolosos/asesinatos consumados;Femenino;2022;0
Rioja (La);1.1.1.-Homicidios dolosos/asesinatos consumados;Femenino;2021;1
Rioja (La);1.1.1.-Homicidios dolosos/asesinatos consumados;Femenino;2020;0
Rioja (La);1.1.1.-Homicidios dolosos/asesinatos consumados;Femenino;2019;0
Rioja (La);1.1.1.-Homicidios dolosos/asesinatos consumados;Femenino;2018;0
Rioja (La);1.1.1.-Homicidios dolosos/asesinatos consumados;Ambos sexos;2024;0
Rioja (La);1.1.1.-Homicidios dolosos/asesinatos consumados;Ambos sexos;2023;2
Rioja (La);1.1.1.-Homicidios dolosos/asesinatos consumados;Ambos sexos;2022;0
Rioja (La);1.1.1.-Homicidios dolosos/asesinatos consumados;Ambos sexos;2021;2
Rioja (La);1.1.1.-Homicidios dolosos/asesinatos consumados;Ambos sexos;2020;1
Rioja (La);1.1.1.-Homicidios dolosos/asesinatos consumados;Ambos sexos;2019;0
Rioja (La);1.1.1.-Homicidios dolosos/asesinatos consumados;Ambos sexos;2018;0
Rioja (La);1.2.-Lesiones;Masculino;2024;140
Rioja (La);1.2.-Lesiones;Masculino;2023;113
Rioja (La);1.2.-Lesiones;Masculino;2022;121
Rioja (La);1.2.-Lesiones;Masculino;2021;94
Rioja (La);1.2.-Lesiones;Masculino;2020;101
Rioja (La);1.2.-Lesiones;Masculino;2019;81
Rioja (La);1.2.-Lesiones;Masculino;2018;127
Rioja (La);1.2.-Lesiones;Femenino;2024;33
Rioja (La);1.2.-Lesiones;Femenino;2023;35
Rioja (La);1.2.-Lesiones;Femenino;2022;34
Rioja (La);1.2.-Lesiones;Femenino;2021;29
Rioja (La);1.2.-Lesiones;Femenino;2020;30
Rioja (La);1.2.-Lesiones;Femenino;2019;27
Rioja (La);1.2.-Lesiones;Femenino;2018;23
Rioja (La);1.2.-Lesiones;Ambos sexos;2024;173
Rioja (La);1.2.-Lesiones;Ambos sexos;2023;148
Rioja (La);1.2.-Lesiones;Ambos sexos;2022;155
Rioja (La);1.2.-Lesiones;Ambos sexos;2021;123
Rioja (La);1.2.-Lesiones;Ambos sexos;2020;131
Rioja (La);1.2.-Lesiones;Ambos sexos;2019;108
Rioja (La);1.2.-Lesiones;Ambos sexos;2018;150
Rioja (La);1.3.-Malos tratos ámbito familiar;Masculino;2024;198
Rioja (La);1.3.-Malos tratos ámbito familiar;Masculino;2023;201
Rioja (La);1.3.-Malos tratos ámbito familiar;Masculino;2022;191
Rioja (La);1.3.-Malos tratos ámbito familiar;Masculino;2021;150
Rioja (La);1.3.-Malos tratos ámbito familiar;Masculino;2020;131
Rioja (La);1.3.-Malos tratos ámbito familiar;Masculino;2019;142
Rioja (La);1.3.-Malos tratos ámbito familiar;Masculino;2018;145
Rioja (La);1.3.-Malos tratos ámbito familiar;Femenino;2024;30
Rioja (La);1.3.-Malos tratos ámbito familiar;Femenino;2023;39
Rioja (La);1.3.-Malos tratos ámbito familiar;Femenino;2022;22
Rioja (La);1.3.-Malos tratos ámbito familiar;Femenino;2021;24
Rioja (La);1.3.-Malos tratos ámbito familiar;Femenino;2020;19
Rioja (La);1.3.-Malos tratos ámbito familiar;Femenino;2019;19
Rioja (La);1.3.-Malos tratos ámbito familiar;Femenino;2018;20
Rioja (La);1.3.-Malos tratos ámbito familiar;Ambos sexos;2024;228
Rioja (La);1.3.-Malos tratos ámbito familiar;Ambos sexos;2023;240
Rioja (La);1.3.-Malos tratos ámbito familiar;Ambos sexos;2022;213
Rioja (La);1.3.-Malos tratos ámbito familiar;Ambos sexos;2021;174
Rioja (La);1.3.-Malos tratos ámbito familiar;Ambos sexos;2020;150
Rioja (La);1.3.-Malos tratos ámbito familiar;Ambos sexos;2019;161
Rioja (La);1.3.-Malos tratos ámbito familiar;Ambos sexos;2018;165
Rioja (La);1.4.-Otros contra las personas;Masculino;2024;5
Rioja (La);1.4.-Otros contra las personas;Masculino;2023;4
Rioja (La);1.4.-Otros contra las personas;Masculino;2022;4
Rioja (La);1.4.-Otros contra las personas;Masculino;2021;2
Rioja (La);1.4.-Otros contra las personas;Masculino;2020;5
Rioja (La);1.4.-Otros contra las personas;Masculino;2019;0
Rioja (La);1.4.-Otros contra las personas;Masculino;2018;1
Rioja (La);1.4.-Otros contra las personas;Femenino;2024;1
Rioja (La);1.4.-Otros contra las personas;Femenino;2023;2
Rioja (La);1.4.-Otros contra las personas;Femenino;2022;2
Rioja (La);1.4.-Otros contra las personas;Femenino;2021;0
Rioja (La);1.4.-Otros contra las personas;Femenino;2020;3
Rioja (La);1.4.-Otros contra las personas;Femenino;2019;1
Rioja (La);1.4.-Otros contra las personas;Femenino;2018;1
Rioja (La);1.4.-Otros contra las personas;Ambos sexos;2024;6
Rioja (La);1.4.-Otros contra las personas;Ambos sexos;2023;6
Rioja (La);1.4.-Otros contra las personas;Ambos sexos;2022;6
Rioja (La);1.4.-Otros contra las personas;Ambos sexos;2021;2
Rioja (La);1.4.-Otros contra las personas;Ambos sexos;2020;8
Rioja (La);1.4.-Otros contra las personas;Ambos sexos;2019;1
Rioja (La);1.4.-Otros contra las personas;Ambos sexos;2018;2
Rioja (La);2. CONTRA LA LIBERTAD;Masculino;2024;101
Rioja (La);2. CONTRA LA LIBERTAD;Masculino;2023;93
Rioja (La);2. CONTRA LA LIBERTAD;Masculino;2022;103
Rioja (La);2. CONTRA LA LIBERTAD;Masculino;2021;92
Rioja (La);2. CONTRA LA LIBERTAD;Masculino;2020;76
Rioja (La);2. CONTRA LA LIBERTAD;Masculino;2019;69
Rioja (La);2. CONTRA LA LIBERTAD;Masculino;2018;60
Rioja (La);2. CONTRA LA LIBERTAD;Femenino;2024;20
Rioja (La);2. CONTRA LA LIBERTAD;Femenino;2023;13
Rioja (La);2. CONTRA LA LIBERTAD;Femenino;2022;17
Rioja (La);2. CONTRA LA LIBERTAD;Femenino;2021;25
Rioja (La);2. CONTRA LA LIBERTAD;Femenino;2020;11
Rioja (La);2. CONTRA LA LIBERTAD;Femenino;2019;16
Rioja (La);2. CONTRA LA LIBERTAD;Femenino;2018;13
Rioja (La);2. CONTRA LA LIBERTAD;Ambos sexos;2024;121
Rioja (La);2. CONTRA LA LIBERTAD;Ambos sexos;2023;106
Rioja (La);2. CONTRA LA LIBERTAD;Ambos sexos;2022;120
Rioja (La);2. CONTRA LA LIBERTAD;Ambos sexos;2021;117
Rioja (La);2. CONTRA LA LIBERTAD;Ambos sexos;2020;87
Rioja (La);2. CONTRA LA LIBERTAD;Ambos sexos;2019;85
Rioja (La);2. CONTRA LA LIBERTAD;Ambos sexos;2018;73
Rioja (La);2.1.-Malos tratos habituales en el ámbito familiar;Masculino;2024;22
Rioja (La);2.1.-Malos tratos habituales en el ámbito familiar;Masculino;2023;30
Rioja (La);2.1.-Malos tratos habituales en el ámbito familiar;Masculino;2022;38
Rioja (La);2.1.-Malos tratos habituales en el ámbito familiar;Masculino;2021;35
Rioja (La);2.1.-Malos tratos habituales en el ámbito familiar;Masculino;2020;30
Rioja (La);2.1.-Malos tratos habituales en el ámbito familiar;Masculino;2019;18
Rioja (La);2.1.-Malos tratos habituales en el ámbito familiar;Masculino;2018;11
Rioja (La);2.1.-Malos tratos habituales en el ámbito familiar;Femenino;2024;3
Rioja (La);2.1.-Malos tratos habituales en el ámbito familiar;Femenino;2023;2
Rioja (La);2.1.-Malos tratos habituales en el ámbito familiar;Femenino;2022;0
Rioja (La);2.1.-Malos tratos habituales en el ámbito familiar;Femenino;2021;3
Rioja (La);2.1.-Malos tratos habituales en el ámbito familiar;Femenino;2020;5
Rioja (La);2.1.-Malos tratos habituales en el ámbito familiar;Femenino;2019;2
Rioja (La);2.1.-Malos tratos habituales en el ámbito familiar;Femenino;2018;3
Rioja (La);2.1.-Malos tratos habituales en el ámbito familiar;Ambos sexos;2024;25
Rioja (La);2.1.-Malos tratos habituales en el ámbito familiar;Ambos sexos;2023;32
Rioja (La);2.1.-Malos tratos habituales en el ámbito familiar;Ambos sexos;2022;38
Rioja (La);2.1.-Malos tratos habituales en el ámbito familiar;Ambos sexos;2021;38
Rioja (La);2.1.-Malos tratos habituales en el ámbito familiar;Ambos sexos;2020;35
Rioja (La);2.1.-Malos tratos habituales en el ámbito familiar;Ambos sexos;2019;20
Rioja (La);2.1.-Malos tratos habituales en el ámbito familiar;Ambos sexos;2018;14
Rioja (La);2.2.-Otros contra la libertad;Masculino;2024;79
Rioja (La);2.2.-Otros contra la libertad;Masculino;2023;63
Rioja (La);2.2.-Otros contra la libertad;Masculino;2022;65
Rioja (La);2.2.-Otros contra la libertad;Masculino;2021;57
Rioja (La);2.2.-Otros contra la libertad;Masculino;2020;46
Rioja (La);2.2.-Otros contra la libertad;Masculino;2019;51
Rioja (La);2.2.-Otros contra la libertad;Masculino;2018;49
Rioja (La);2.2.-Otros contra la libertad;Femenino;2024;17
Rioja (La);2.2.-Otros contra la libertad;Femenino;2023;11
Rioja (La);2.2.-Otros contra la libertad;Femenino;2022;17
Rioja (La);2.2.-Otros contra la libertad;Femenino;2021;22
Rioja (La);2.2.-Otros contra la libertad;Femenino;2020;6
Rioja (La);2.2.-Otros contra la libertad;Femenino;2019;14
Rioja (La);2.2.-Otros contra la libertad;Femenino;2018;10
Rioja (La);2.2.-Otros contra la libertad;Ambos sexos;2024;96
Rioja (La);2.2.-Otros contra la libertad;Ambos sexos;2023;74
Rioja (La);2.2.-Otros contra la libertad;Ambos sexos;2022;82
Rioja (La);2.2.-Otros contra la libertad;Ambos sexos;2021;79
Rioja (La);2.2.-Otros contra la libertad;Ambos sexos;2020;52
Rioja (La);2.2.-Otros contra la libertad;Ambos sexos;2019;65
Rioja (La);2.2.-Otros contra la libertad;Ambos sexos;2018;59
Rioja (La);3. LIBERTAD SEXUAL;Masculino;2024;37
Rioja (La);3. LIBERTAD SEXUAL;Masculino;2023;49
Rioja (La);3. LIBERTAD SEXUAL;Masculino;2022;28
Rioja (La);3. LIBERTAD SEXUAL;Masculino;2021;37
Rioja (La);3. LIBERTAD SEXUAL;Masculino;2020;23
Rioja (La);3. LIBERTAD SEXUAL;Masculino;2019;21
Rioja (La);3. LIBERTAD SEXUAL;Masculino;2018;15
Rioja (La);3. LIBERTAD SEXUAL;Femenino;2024;0
Rioja (La);3. LIBERTAD SEXUAL;Femenino;2023;0
Rioja (La);3. LIBERTAD SEXUAL;Femenino;2022;0
Rioja (La);3. LIBERTAD SEXUAL;Femenino;2021;0
Rioja (La);3. LIBERTAD SEXUAL;Femenino;2020;0
Rioja (La);3. LIBERTAD SEXUAL;Femenino;2019;0
Rioja (La);3. LIBERTAD SEXUAL;Femenino;2018;0
Rioja (La);3. LIBERTAD SEXUAL;Ambos sexos;2024;37
Rioja (La);3. LIBERTAD SEXUAL;Ambos sexos;2023;49
Rioja (La);3. LIBERTAD SEXUAL;Ambos sexos;2022;28
Rioja (La);3. LIBERTAD SEXUAL;Ambos sexos;2021;37
Rioja (La);3. LIBERTAD SEXUAL;Ambos sexos;2020;23
Rioja (La);3. LIBERTAD SEXUAL;Ambos sexos;2019;21
Rioja (La);3. LIBERTAD SEXUAL;Ambos sexos;2018;15
Rioja (La);3.1.-Agresión sexual;Masculino;2024;29
Rioja (La);3.1.-Agresión sexual;Masculino;2023;34
Rioja (La);3.1.-Agresión sexual;Masculino;2022;25
Rioja (La);3.1.-Agresión sexual;Masculino;2021;27
Rioja (La);3.1.-Agresión sexual;Masculino;2020;10
Rioja (La);3.1.-Agresión sexual;Masculino;2019;14
Rioja (La);3.1.-Agresión sexual;Masculino;2018;7
Rioja (La);3.1.-Agresión sexual;Femenino;2024;0
Rioja (La);3.1.-Agresión sexual;Femenino;2023;0
